customer_id,week,effective_archetype,week_ite,j_curve_ratio,scratch_velocity,accumulation_slope,expired_cashback_fraction,wallet_end_rs,time_to_expiry_at_conversion,coupon_contribution_ratio,weekly_sessions,weekly_orders,weekly_revenue_rs,cashback_applied_rs
C00775,6,hunter,0.5269,1.0297,0.4286,-0.9643,0.0,200.0,0.0,0.2695,21.82,1,742.01,200.0
C00775,7,hunter,0.5905,2.6742,0.4286,-6.6,0.0,200.0,0.0,0.6372,32.16,1,313.88,200.0
C00775,8,hunter,0.5798,4.3973,0.4286,0.2,0.0,200.0,1.0,0.285,19.71,1,701.73,200.0
C00776,1,accidental_saver,0.0798,0.9881,0.5,0.9429,0.0,103.0,,0.0,15.16,0,0.0,0.0
C00776,2,accidental_saver,0.073,1.3062,0.6667,20.5,0.0,65.0,1.0,0.0904,21.02,1,718.76,65.0
C00776,3,accidental_saver,0.0836,0.3188,0.6667,5.0,0.0,24.0,4.0,0.0305,19.56,1,785.83,24.0
C00776,4,accidental_saver,0.0894,1.9667,0.3333,3.0,0.0,53.0,,0.0,18.83,0,0.0,0.0
C00776,5,accidental_saver,0.0792,2.5777,0.6,-0.5,0.0,83.0,3.0,0.101,17.67,1,822.05,83.0
C00776,6,accidental_saver,0.0769,0.4113,0.4,2.8,0.0,121.0,3.0,0.2083,16.42,1,580.88,121.0
C00776,7,accidental_saver,0.0878,1.4884,0.0,-6.0,0.0,61.0,,0.0,18.47,0,0.0,0.0
C00776,8,accidental_saver,0.0718,0.7998,0.25,9.9,0.0,97.0,4.0,0.1674,14.19,1,579.32,97.0
C00777,1,sure_thing,0.0355,0.3753,0.5,14.2,0.0,200.0,2.0,0.2391,19.33,1,836.58,200.0
C00777,2,sure_thing,0.071,2.6554,0.2,-10.5,0.0,187.0,1.0,0.1846,20.07,1,1013.1,187.0
C00777,3,sure_thing,0.0635,0.75,0.2,-13.7,0.0,179.0,1.0,0.3492,22.63,1,512.62,179.0
C00777,4,sure_thing,0.0345,0.9449,0.75,-1.5,0.0,95.0,6.0,0.0849,18.35,1,1119.4,95.0
C00777,5,sure_thing,0.0499,0.2834,0.6,-3.6,0.0,53.0,,0.0,13.2,0,0.0,0.0
C00777,6,sure_thing,0.0537,0.2201,1.0,-17.0,0.0,38.0,6.0,0.0395,18.89,1,961.55,38.0
C00777,7,sure_thing,0.0408,0.7779,0.3333,1.0,0.0,200.0,3.0,0.3298,18.21,1,606.45,200.0
C00777,8,sure_thing,0.0571,1.9091,0.6667,4.0,0.0,117.0,3.0,0.119,17.8,1,982.85,117.0
C00778,1,hunter,0.4551,2.8994,0.4286,-1.5714,0.0,158.0,0.0,0.3744,24.42,1,421.97,158.0
C00778,2,hunter,0.484,0.8122,0.4286,3.4286,0.0,149.0,0.0,0.171,21.28,1,871.4,149.0
C00778,3,hunter,0.4785,1.6999,0.4286,4.4857,0.0079,125.0,0.0,0.1668,17.97,1,749.42,125.0
C00778,4,hunter,0.4803,2.7958,0.4286,1.8,0.0654,200.0,0.0,0.2439,26.54,1,819.99,200.0
C00778,5,hunter,0.4791,1.8473,0.4286,13.3143,0.0481,198.0,0.0,0.2678,18.97,1,739.4,198.0
C00778,6,hunter,0.5466,1.5031,0.4286,4.2857,0.0182,108.0,0.0,0.1385,25.01,1,779.75,108.0
C00778,7,hunter,0.5721,2.536,0.4286,5.0286,0.0806,114.0,1.0,0.258,20.92,1,441.91,114.0
C00778,8,hunter,0.5174,0.8886,0.4286,6.2571,0.0245,159.0,1.0,0.2151,17.99,1,739.16,159.0
C00779,1,hunter,0.447,1.2106,0.6,1.9,0.0,98.0,2.0,0.171,20.56,1,573.1,98.0
C00779,2,hunter,0.4824,3.2953,0.4286,-15.5429,0.0099,200.0,2.0,0.24,25.55,1,833.2,200.0
C00779,3,hunter,0.5103,0.4896,0.5,8.0,0.0,118.0,4.0,0.2363,22.51,1,499.32,118.0
C00779,4,hunter,0.4821,0.4168,0.4,-3.0,0.0,81.0,1.0,0.1475,20.0,1,549.15,81.0
C00779,5,hunter,0.5379,2.0231,0.6667,-41.5,0.0,116.0,4.0,0.175,23.38,1,662.91,116.0
C00779,6,hunter,0.5175,1.0758,0.5,-1.2,0.0,22.0,2.0,0.0249,22.12,1,882.82,22.0
C00779,7,hunter,0.5462,0.8494,0.6,7.8,0.0,162.0,3.0,0.1958,27.11,1,827.18,162.0
C00779,8,hunter,0.5613,0.7822,0.5,-12.3,0.0,171.0,,0.0,25.68,0,0.0,0.0
C00780,1,sure_thing,0.021,0.5867,0.75,-16.5,0.0,93.0,5.0,0.0913,21.92,1,1018.34,93.0
C00780,2,sure_thing,0.0295,0.1408,0.75,13.8,0.0,86.0,6.0,0.0769,20.3,1,1119.02,86.0
C00780,3,sure_thing,0.0319,0.4986,0.75,-4.7,0.0,49.0,6.0,0.0467,15.69,1,1049.27,49.0
C00780,4,sure_thing,0.0275,0.9408,0.75,-4.0,0.0,42.0,6.0,0.0498,22.6,1,843.68,42.0
C00780,5,sure_thing,0.0414,0.5827,0.6,-2.7,0.0,31.0,6.0,0.0355,14.11,1,873.83,31.0
C00780,6,sure_thing,0.0279,0.4735,0.6,-6.2,0.0,126.0,5.0,0.2831,25.29,1,445.01,126.0
C00780,7,sure_thing,0.0201,0.4871,0.6,-3.3,0.0,73.0,6.0,0.1208,24.4,1,604.3,73.0
C00780,8,sure_thing,0.0301,0.4054,0.75,12.1,0.0,107.0,5.0,0.2096,13.58,1,510.44,107.0
C00781,1,hunter,0.4717,0.4614,0.4286,-6.1,0.1468,93.0,1.0,0.1817,14.14,1,511.87,93.0
C00781,2,hunter,0.4936,2.4848,0.4286,-0.3,0.0915,129.0,1.0,0.1264,18.51,1,1020.17,129.0
C00781,3,hunter,0.4821,0.6393,0.4286,0.2,0.4872,20.0,0.0,0.0433,14.27,1,462.02,20.0
C00781,4,hunter,0.5018,1.9523,0.4286,2.7,0.2689,87.0,0.0,0.1293,18.62,1,672.62,87.0
C00781,5,hunter,0.5108,1.0894,0.5,13.1,0.0,53.0,1.0,0.1367,18.76,1,387.68,53.0
C00781,6,hunter,0.5892,0.2825,0.6667,1.5,0.0,64.0,2.0,0.0631,20.07,1,1013.97,64.0
C00781,7,hunter,0.5507,0.8518,0.4286,-7.2,0.0099,200.0,2.0,0.2337,20.65,1,855.71,200.0
C00781,8,hunter,0.5802,0.0,0.2,7.2,0.0,88.0,4.0,0.1066,12.23,1,825.89,88.0
C00782,1,accidental_saver,0.2841,0.7296,0.2,-4.5,0.0,72.0,,0.0,23.18,0,0.0,0.0
C00782,2,accidental_saver,0.2805,1.2575,0.4286,4.5,0.0566,200.0,2.0,0.272,20.22,1,735.17,200.0
C00782,3,accidental_saver,0.2635,2.7554,0.6,4.9,0.0,72.0,2.0,0.1391,15.22,1,517.58,72.0
C00782,4,accidental_saver,0.2621,1.9701,0.4286,5.25,0.0,200.0,1.0,0.3558,32.73,1,562.04,200.0
C00782,5,accidental_saver,0.2669,1.8267,0.4286,-2.3429,0.0,200.0,0.0,0.2627,22.4,1,761.44,200.0
C00782,6,accidental_saver,0.2805,0.8863,0.6,-4.3,0.0,82.0,3.0,0.1643,15.07,1,499.07,82.0
C00782,7,accidental_saver,0.2801,0.5249,0.6667,1.0,0.0,41.0,2.0,0.033,14.53,1,1243.25,41.0
C00782,8,accidental_saver,0.26,1.4739,0.4286,-6.1714,0.0652,172.0,1.0,0.1351,24.13,1,1273.23,172.0
C00783,1,accidental_saver,0.0706,1.8742,0.4286,8.5143,0.0988,146.0,0.0,0.1655,24.16,1,882.22,146.0
C00783,2,accidental_saver,0.105,2.1698,0.4286,4.6286,0.0244,200.0,2.0,0.1817,20.21,1,1100.8,200.0
C00783,3,accidental_saver,0.0965,2.0328,0.4286,-1.7,0.061,200.0,0.0,0.3703,23.41,1,540.12,200.0
C00783,4,accidental_saver,0.0944,1.5193,0.4286,-4.9714,0.0,200.0,0.0,0.277,17.71,1,722.0,200.0
C00783,5,accidental_saver,0.0874,2.1096,0.4286,2.7,0.1271,103.0,1.0,0.1553,21.72,1,663.06,103.0
C00783,6,accidental_saver,0.0916,1.2717,0.4286,1.5,0.1892,90.0,0.0,0.1727,30.28,1,521.27,90.0
C00783,7,accidental_saver,0.0967,0.1454,0.4286,7.5,0.0385,175.0,2.0,0.2891,11.79,1,605.35,175.0
C00783,8,accidental_saver,0.0802,0.5112,0.6667,-9.5,0.0,49.0,1.0,0.0859,22.44,1,570.1,49.0
C00784,1,hunter,0.4752,1.7338,0.4286,-5.3929,0.0,200.0,1.0,0.2042,14.45,1,979.37,200.0
C00784,2,hunter,0.5112,1.7638,0.4286,-8.2,0.0122,162.0,0.0,0.1811,28.07,1,894.64,162.0
C00784,3,hunter,0.4776,2.4328,0.4286,12.4,0.0,200.0,0.0,0.2543,22.63,1,786.49,200.0
C00784,4,hunter,0.4661,0.6377,0.4286,8.1,0.1269,117.0,0.0,0.1606,30.94,1,728.67,117.0
C00784,5,hunter,0.5185,1.7083,0.4286,-19.1,0.0,200.0,0.0,0.2111,25.13,1,947.21,200.0
C00784,6,hunter,0.5028,2.3381,0.4286,0.3214,0.0,200.0,1.0,0.265,19.71,1,754.62,200.0
C00784,7,hunter,0.5458,0.8212,0.4286,5.8214,0.0,129.0,1.0,0.1184,21.84,1,1089.17,129.0
C00784,8,hunter,0.5385,2.6075,0.4286,7.9,0.0827,122.0,1.0,0.1363,30.56,1,895.33,122.0
C00785,1,sure_thing,0.0103,0.1613,0.6,-1.2,0.0,105.0,6.0,0.2047,19.47,1,512.91,105.0
C00785,2,sure_thing,0.0288,0.6463,0.75,1.6,0.0,60.0,6.0,0.0388,18.16,1,1546.75,60.0
C00785,3,sure_thing,0.0166,0.3196,0.6,-6.1,0.0,91.0,5.0,0.0916,17.87,1,992.94,91.0
C00785,4,sure_thing,0.0406,0.5011,1.0,22.0,0.0,64.0,6.0,0.059,13.87,1,1084.13,64.0
C00785,5,sure_thing,0.0145,0.5818,0.75,1.2,0.0,30.0,6.0,0.0493,17.35,1,608.46,30.0
C00785,6,sure_thing,0.001,0.2129,0.6,-1.3,0.0,35.0,5.0,0.0311,25.86,1,1124.56,35.0
C00785,7,sure_thing,0.0183,0.5112,1.0,19.0,0.0,104.0,6.0,0.0988,15.93,1,1052.64,104.0
C00785,8,sure_thing,0.0288,0.1746,0.75,0.3,0.0,135.0,6.0,0.1861,21.17,1,725.52,135.0
C00786,1,hunter,0.4797,1.8438,0.4286,20.8,0.0385,200.0,1.0,0.2427,29.73,1,823.9,200.0
C00786,2,hunter,0.4656,1.842,0.4286,3.4571,0.0169,175.0,0.0,0.3966,23.59,1,441.21,175.0
C00786,3,hunter,0.4932,1.5903,0.4286,-23.4,0.0698,200.0,0.0,0.3111,27.36,1,642.94,200.0
C00786,4,hunter,0.526,1.5379,0.4286,-4.8571,0.0,200.0,1.0,0.2661,14.23,1,751.68,200.0
C00786,5,hunter,0.5505,3.6543,0.4286,-0.0,0.0794,116.0,1.0,0.1835,21.36,1,632.32,116.0
C00786,6,hunter,0.4668,1.2968,0.4286,-1.8857,0.0431,200.0,1.0,0.1872,18.45,1,1068.49,200.0
C00786,7,hunter,0.5726,2.3568,0.4286,2.6786,0.0,200.0,1.0,0.254,21.84,1,787.39,200.0
C00786,8,hunter,0.5736,1.0876,0.4286,-3.3143,0.0783,200.0,0.0,0.3684,13.19,1,542.86,200.0
C00787,1,sure_thing,0.0236,0.4346,0.75,-2.6,0.0,72.0,6.0,0.2464,24.51,1,292.22,72.0
C00787,2,sure_thing,0.0189,0.5848,0.75,-13.1,0.0,113.0,6.0,0.2202,24.94,1,513.09,113.0
C00787,3,sure_thing,0.0202,0.0827,0.6,4.1,0.0,91.0,5.0,0.1044,19.64,1,871.42,91.0
C00787,4,sure_thing,0.0179,0.2944,0.75,0.6,0.0,38.0,6.0,0.0524,14.37,1,725.2,38.0
C00787,5,sure_thing,0.0085,1.1577,0.75,4.8,0.0,48.0,5.0,0.0762,21.19,1,629.98,48.0
C00787,6,sure_thing,0.0163,0.4437,0.75,5.0,0.0,134.0,5.0,0.1561,16.22,1,858.49,134.0
C00787,7,sure_thing,0.0333,0.4587,1.0,33.0,0.0,84.0,6.0,0.0691,25.87,1,1215.51,84.0
C00787,8,sure_thing,0.016,0.5742,0.75,1.0,0.0,26.0,6.0,0.0344,13.59,1,756.26,26.0
C00788,1,hunter,0.4744,0.5524,0.5,5.5429,0.0,86.0,2.0,0.0997,10.86,1,862.52,86.0
C00788,2,hunter,0.4641,0.8209,0.6,-5.6,0.0,168.0,4.0,0.1783,15.63,1,942.36,168.0
C00788,3,hunter,0.4936,1.3383,0.2,-2.9,0.0,42.0,2.0,0.0778,19.51,1,540.06,42.0
C00788,4,hunter,0.5334,0.5114,0.2,2.9,0.0,152.0,0.0,0.2679,16.75,1,567.28,152.0
C00788,5,hunter,0.5071,1.9002,0.4286,-5.7,0.105,162.0,0.0,0.5922,17.59,1,273.56,162.0
C00788,6,hunter,0.521,1.8839,0.5,-3.9,0.0,69.0,1.0,0.0996,16.34,1,692.62,69.0
C00788,7,hunter,0.55,0.3411,0.5,3.4,0.0,66.0,2.0,0.0802,15.76,1,822.48,66.0
C00788,8,hunter,0.5482,0.9302,0.4,16.4,0.0,129.0,4.0,0.1754,19.15,1,735.46,129.0
C00789,1,accidental_saver,0.1121,1.0119,0.4286,-5.6,0.0566,200.0,0.0,0.5045,30.38,1,396.42,200.0
C00789,2,accidental_saver,0.1197,0.8682,0.5,6.7714,0.0,91.0,4.0,0.1965,14.32,1,463.16,91.0
C00789,3,accidental_saver,0.1154,0.9067,0.5,-3.7,0.0,65.0,4.0,0.1134,23.92,1,573.38,65.0
C00789,4,accidental_saver,0.0901,1.3417,0.4,2.1,0.0,145.0,,0.0,25.45,0,0.0,0.0
C00789,5,accidental_saver,0.0954,1.5,0.4286,7.6071,0.0,181.0,0.0,0.208,21.69,1,870.1,181.0
C00789,6,accidental_saver,0.0939,1.18,0.4286,4.9,0.005,200.0,0.0,0.23,27.04,1,869.65,200.0
C00789,7,accidental_saver,0.1182,1.3704,0.5,2.2,0.0,84.0,3.0,0.1243,21.94,1,676.02,84.0
C00789,8,accidental_saver,0.115,0.5031,0.4286,-0.8,0.0521,200.0,0.0,0.3076,22.02,1,650.1,200.0
C00790,1,sure_thing,0.0416,0.5856,0.75,-0.2,0.0,34.0,6.0,0.0308,18.59,1,1104.98,34.0
C00790,2,sure_thing,0.0346,0.8322,0.3333,-3.4,0.0,143.0,,0.0,20.52,0,0.0,0.0
C00790,3,sure_thing,0.041,0.1147,0.6,6.1,0.0,144.0,6.0,0.1248,17.32,1,1153.45,144.0
C00790,4,sure_thing,0.047,1.7418,0.5,-3.4,0.0,135.0,4.0,0.2594,30.0,1,520.39,135.0
C00790,5,sure_thing,0.0459,0.9855,0.5,-7.4,0.0,80.0,,0.0,19.3,0,0.0,0.0
C00790,6,sure_thing,0.0531,1.5774,0.6,-1.8,0.0,43.0,6.0,0.0656,11.7,1,655.92,43.0
C00790,7,sure_thing,0.0399,0.9156,0.5,6.5143,0.0,148.0,4.0,0.2074,20.86,1,713.62,148.0
C00790,8,sure_thing,0.0659,0.5017,0.75,-10.7,0.0,59.0,6.0,0.1115,17.81,1,529.15,59.0
C00791,1,sure_thing,0.0617,0.9563,0.6,19.6,0.0,185.0,6.0,0.2145,19.51,1,862.46,185.0
C00791,2,sure_thing,0.0616,0.2336,0.75,2.2,0.0,54.0,6.0,0.098,24.79,1,551.19,54.0
C00791,3,sure_thing,0.0695,0.2965,1.0,6.0,0.0,66.0,6.0,0.0879,13.98,1,751.03,66.0
C00791,4,sure_thing,0.0619,0.7642,1.0,-19.5,0.0,67.0,6.0,0.0806,22.58,1,830.77,67.0
C00791,5,sure_thing,0.0514,0.8162,0.6,8.8,0.0,160.0,6.0,0.1244,12.82,1,1286.21,160.0
C00791,6,sure_thing,0.0505,0.4814,1.0,25.0,0.0,94.0,6.0,0.0874,25.12,1,1075.07,94.0
C00791,7,sure_thing,0.0647,0.3225,1.0,3.0,0.0,31.0,5.0,0.0769,22.5,1,403.31,31.0
C00791,8,sure_thing,0.0495,0.5259,0.75,0.2,0.0,56.0,5.0,0.0757,16.77,1,739.82,56.0
C00792,1,sure_thing,0.0491,1.4036,1.0,9.0,0.0,64.0,6.0,0.0637,18.11,1,1004.39,64.0
C00792,2,sure_thing,0.0551,0.0,0.75,7.1,0.0,93.0,6.0,0.0703,15.2,1,1322.5,93.0
C00792,3,sure_thing,0.0588,0.5483,1.0,-2.0,0.0,20.0,6.0,0.0276,24.2,1,724.98,20.0
C00792,4,sure_thing,0.0574,0.2797,0.6,0.2,0.0,99.0,6.0,0.116,16.59,1,853.39,99.0
C00792,5,sure_thing,0.0508,0.4464,0.6,3.2,0.0,69.0,5.0,0.0757,20.19,1,911.27,69.0
C00792,6,sure_thing,0.0586,0.3462,1.0,10.0,0.0,46.0,5.0,0.0381,22.19,1,1207.35,46.0
C00792,7,sure_thing,0.0695,0.4954,0.6,-2.0,0.0,72.0,5.0,0.1124,21.63,1,640.43,72.0
C00792,8,sure_thing,0.0403,0.0861,0.75,-1.6,0.0,40.0,5.0,0.0446,19.42,1,897.47,40.0
C00793,1,sure_thing,0.0287,0.462,0.75,1.1,0.0,123.0,6.0,0.1352,24.64,1,909.59,123.0
C00793,2,sure_thing,0.0202,0.324,0.75,-2.1,0.0,61.0,6.0,0.0574,16.47,1,1061.96,61.0
C00793,3,sure_thing,0.0311,0.2831,0.75,0.1,0.0,27.0,6.0,0.039,14.61,1,692.01,27.0
C00793,4,sure_thing,0.003,0.1306,0.6,-0.8,0.0,15.0,6.0,0.0193,26.29,1,775.35,15.0
C00793,5,sure_thing,0.0169,0.3825,0.6,0.7,0.0,60.0,5.0,0.0592,18.09,1,1013.09,60.0
C00793,6,sure_thing,0.001,0.6339,0.6,-0.5,0.0,75.0,5.0,0.0743,18.76,1,1009.28,75.0
C00793,7,sure_thing,0.0176,1.139,0.6,1.6,0.0,83.0,6.0,0.108,13.34,1,768.31,83.0
C00793,8,sure_thing,0.025,0.5004,0.6,-2.6,0.0,88.0,6.0,0.1196,23.88,1,735.56,88.0
C00794,1,sure_thing,0.0384,0.2295,0.75,8.2,0.0,84.0,6.0,0.0806,21.39,1,1042.32,84.0
C00794,2,sure_thing,0.0431,0.5137,1.0,10.5,0.0,61.0,6.0,0.0621,14.93,1,982.35,61.0
C00794,3,sure_thing,0.0302,0.0924,1.0,2.0,0.0,105.0,6.0,0.1171,23.63,1,896.56,105.0
C00794,4,sure_thing,0.0343,0.3818,1.0,-22.5,0.0,101.0,5.0,0.1253,16.98,1,805.78,101.0
C00794,5,sure_thing,0.0196,0.3031,1.0,-11.0,0.0,47.0,6.0,0.0624,19.48,1,753.0,47.0
C00794,6,sure_thing,0.0332,0.3757,1.0,0.5,0.0,13.0,6.0,0.0108,22.43,1,1202.59,13.0
C00794,7,sure_thing,0.0345,0.3307,0.6,-6.2,0.0,44.0,6.0,0.0381,18.49,1,1153.36,44.0
C00794,8,sure_thing,0.0363,0.4209,0.6,2.1,0.0,94.0,5.0,0.1335,25.5,1,704.17,94.0
C00795,1,sure_thing,0.0302,1.4278,0.75,6.1,0.0,57.0,6.0,0.054,14.94,1,1056.52,57.0
C00795,2,sure_thing,0.0345,1.7656,0.3333,-8.5,0.0,89.0,3.0,0.1997,21.79,1,445.68,89.0
C00795,3,sure_thing,0.0347,0.482,0.75,-10.1,0.0,81.0,3.0,0.0691,18.76,1,1172.08,81.0
C00795,4,sure_thing,0.0293,0.3654,0.6,-3.8,0.0,146.0,5.0,0.1599,15.51,1,913.24,146.0
C00795,5,sure_thing,0.0522,0.7479,0.3333,-16.5,0.0,105.0,,0.0,25.57,0,0.0,0.0
C00795,6,sure_thing,0.029,0.5224,0.75,-10.5,0.0,53.0,6.0,0.0627,21.0,1,845.96,53.0
C00795,7,sure_thing,0.0251,0.8024,1.0,3.0,0.0,23.0,5.0,0.0236,21.96,1,975.38,23.0
C00795,8,sure_thing,0.0433,0.1696,0.3333,-40.0,0.0,170.0,3.0,0.1652,13.76,1,1028.79,170.0
C00796,1,sure_thing,0.081,1.0755,0.6,-5.5,0.0,161.0,5.0,0.2292,22.56,1,702.39,161.0
C00796,2,sure_thing,0.074,0.6,0.6,6.8,0.0,112.0,5.0,0.1333,16.86,1,840.11,112.0
C00796,3,sure_thing,0.0713,0.6198,0.75,9.9,0.0,75.0,6.0,0.0637,20.53,1,1177.21,75.0
C00796,4,sure_thing,0.0762,0.4036,0.75,2.3,0.0,25.0,5.0,0.0325,20.19,1,768.48,25.0
C00796,5,sure_thing,0.0822,0.2994,1.0,8.5,0.0,128.0,6.0,0.1246,22.94,1,1027.08,128.0
C00796,6,sure_thing,0.0859,0.4263,0.75,-6.0,0.0,74.0,6.0,0.1194,25.4,1,619.64,74.0
C00796,7,sure_thing,0.0574,0.4212,1.0,-9.5,0.0,70.0,6.0,0.0798,18.72,1,877.41,70.0
C00796,8,sure_thing,0.0749,0.0639,1.0,-5.0,0.0,74.0,5.0,0.0612,16.49,1,1208.68,74.0
C00797,1,sure_thing,0.0632,0.6749,0.6,-2.6,0.0,118.0,,0.0,21.52,0,0.0,0.0
C00797,2,sure_thing,0.0342,0.1948,1.0,9.0,0.0,73.0,6.0,0.0908,18.78,1,804.25,73.0
C00797,3,sure_thing,0.056,1.976,0.6667,-22.5,0.0,113.0,0.0,0.2137,21.11,1,528.81,113.0
C00797,4,sure_thing,0.0607,0.7861,0.25,8.9,0.0,51.0,3.0,0.0945,16.68,1,539.96,51.0
C00797,5,sure_thing,0.052,0.7769,0.75,11.4,0.0,156.0,2.0,0.2455,22.24,1,635.47,156.0
C00797,6,sure_thing,0.0561,0.378,0.75,2.4,0.0,62.0,6.0,0.1079,24.92,1,574.78,62.0
C00797,7,sure_thing,0.0766,1.1064,0.4,5.9,0.0,192.0,4.0,0.3323,19.72,1,577.82,192.0
C00797,8,sure_thing,0.0436,0.6606,0.3333,-14.0,0.0,174.0,1.0,0.2236,19.04,1,778.25,174.0
C00798,1,accidental_saver,0.0968,0.9797,0.6667,-18.0,0.0,97.0,0.0,0.1839,23.11,1,527.5,97.0
C00798,2,accidental_saver,0.1055,2.3086,0.6667,5.5,0.0,47.0,4.0,0.1616,26.58,1,290.92,47.0
C00798,3,accidental_saver,0.1025,1.2566,0.3333,-2.8857,0.0,79.0,2.0,0.1437,15.04,1,549.94,79.0
C00798,4,accidental_saver,0.0967,1.9443,0.4286,6.1,0.005,200.0,1.0,0.2585,17.96,1,773.84,200.0
C00798,5,accidental_saver,0.0962,3.2817,0.3333,-9.5,0.0,39.0,1.0,0.0578,16.67,1,674.79,39.0
C00798,6,accidental_saver,0.1062,1.0438,0.5,1.4,0.0,195.0,2.0,0.2286,21.43,1,853.16,195.0
C00798,7,accidental_saver,0.1315,0.5395,0.6,-0.2,0.0,49.0,1.0,0.0787,24.21,1,622.67,49.0
C00798,8,accidental_saver,0.1139,0.6798,0.6,-4.2,0.0,86.0,3.0,0.1237,19.59,1,695.06,86.0
C00799,1,accidental_saver,0.1287,0.8498,0.4,8.0,0.0,200.0,1.0,0.3858,18.74,1,518.36,200.0
C00799,2,accidental_saver,0.1433,0.8157,0.5,5.6,0.0,112.0,1.0,0.1746,26.05,1,641.64,112.0
C00799,3,accidental_saver,0.1256,1.1464,0.5,2.3714,0.0,153.0,1.0,0.1996,24.93,1,766.48,153.0
C00799,4,accidental_saver,0.1298,2.1126,0.25,-14.0,0.0,52.0,1.0,0.0586,16.06,1,886.74,52.0
C00799,5,accidental_saver,0.1254,0.7949,0.4,7.2,0.0,76.0,,0.0,16.55,0,0.0,0.0
C00799,6,accidental_saver,0.122,0.9646,0.75,-22.1,0.0,119.0,2.0,0.1343,15.02,1,886.2,119.0
C00799,7,accidental_saver,0.1245,1.1783,0.4,-0.2,0.0,74.0,,0.0,22.98,0,0.0,0.0
C00799,8,accidental_saver,0.1148,0.1137,0.4,-1.4,0.0,28.0,1.0,0.0477,17.3,1,587.41,28.0
C00800,1,accidental_saver,0.1348,0.724,0.2,9.3,0.0,142.0,,0.0,18.0,0,0.0,0.0
C00800,2,accidental_saver,0.1361,2.2187,0.4286,3.2143,0.0,135.0,0.0,0.2487,34.27,1,542.89,135.0
C00800,3,accidental_saver,0.1424,0.4767,0.3333,4.0286,0.0,91.0,3.0,0.1126,15.21,1,808.38,91.0
C00800,4,accidental_saver,0.1377,1.9611,0.4286,-1.1429,0.2329,56.0,0.0,0.1077,22.3,1,520.03,56.0
C00800,5,accidental_saver,0.1374,1.7148,0.4286,-8.9,0.1333,117.0,1.0,0.1773,26.57,1,659.87,117.0
C00800,6,accidental_saver,0.1332,2.2324,0.4286,11.8286,0.0,200.0,0.0,0.2726,15.58,1,733.73,200.0
C00800,7,accidental_saver,0.1475,0.4751,0.5,-27.2,0.0,158.0,3.0,0.1879,12.9,1,841.04,158.0
C00800,8,accidental_saver,0.1426,1.1801,0.4286,24.5,0.0291,200.0,1.0,0.3319,24.44,1,602.53,200.0
C00801,1,sure_thing,0.0113,0.4793,1.0,-6.5,0.0,71.0,6.0,0.0636,18.45,1,1116.26,71.0
C00801,2,sure_thing,0.0247,0.0683,0.75,-5.0,0.0,64.0,6.0,0.0652,26.97,1,981.55,64.0
C00801,3,sure_thing,0.0138,0.2438,1.0,-0.0,0.0,11.0,6.0,0.0115,19.11,1,957.76,11.0
C00801,4,sure_thing,0.0143,1.3956,0.75,2.0,0.0,58.0,5.0,0.0665,22.66,1,872.15,58.0
C00801,5,sure_thing,0.001,0.5308,1.0,2.5,0.0,59.0,5.0,0.0707,15.05,1,833.99,59.0
C00801,6,sure_thing,0.0044,0.3204,0.75,-4.7,0.0,21.0,6.0,0.0241,24.83,1,870.08,21.0
C00801,7,sure_thing,0.0174,0.2037,0.75,6.3,0.0,127.0,6.0,0.1068,17.73,1,1189.38,127.0
C00801,8,sure_thing,0.0282,0.3808,0.75,0.3,0.0,49.0,6.0,0.0846,19.1,1,579.06,49.0
C00802,1,hunter,0.4859,2.9663,0.3333,-13.0,0.0,55.0,2.0,0.084,15.21,1,655.15,55.0
C00802,2,hunter,0.4633,2.3441,0.4286,-1.7429,0.0578,163.0,1.0,0.2113,23.77,1,771.42,163.0
C00802,3,hunter,0.5063,2.3178,0.4286,0.0571,0.1776,88.0,1.0,0.0888,26.07,1,991.33,88.0
C00802,4,hunter,0.51,3.5884,0.4286,-4.4,0.0,200.0,1.0,0.2102,14.86,1,951.33,200.0
C00802,5,hunter,0.5302,1.604,0.6,-0.8,0.0,128.0,4.0,0.2841,28.8,1,450.47,128.0
C00802,6,hunter,0.5276,1.9284,0.4286,5.4286,0.0,189.0,0.0,0.3764,35.07,1,502.11,189.0
C00802,7,hunter,0.5211,0.538,0.3333,-0.0571,0.0,200.0,0.0,0.1949,12.7,1,1025.94,200.0
C00802,8,hunter,0.5798,1.0243,0.4286,-3.7143,0.0,200.0,0.0,0.1967,17.38,1,1016.95,200.0
C00803,1,accidental_saver,0.1626,1.1126,0.4,8.6,0.0,200.0,,0.0,28.54,0,0.0,0.0
C00803,2,accidental_saver,0.1599,1.5432,0.6,-19.3,0.0,176.0,4.0,0.2265,22.0,1,777.05,176.0
C00803,3,accidental_saver,0.16,1.607,0.5,-2.2,0.0,68.0,,0.0,19.44,0,0.0,0.0
C00803,4,accidental_saver,0.1586,0.7128,0.3333,-5.5,0.0,73.0,1.0,0.0768,27.18,1,950.22,73.0
C00803,5,accidental_saver,0.1582,0.6261,0.6,-2.4,0.0,165.0,2.0,0.1822,20.18,1,905.67,165.0
C00803,6,accidental_saver,0.1597,0.9067,0.3333,-8.0,0.0,119.0,3.0,0.1574,23.73,1,755.87,119.0
