customer_id,week,true_archetype,effective_archetype,week_ite,drifted
C00841,3,hunter,hunter,0.5061,0
C00841,4,hunter,hunter,0.45,0
C00841,5,hunter,hunter,0.5056,0
C00841,6,hunter,hunter,0.5384,0
C00841,7,hunter,hunter,0.539,0
C00841,8,hunter,hunter,0.561,0
C00842,1,accidental_saver,accidental_saver,0.1614,0
C00842,2,accidental_saver,accidental_saver,0.1826,0
C00842,3,accidental_saver,accidental_saver,0.1712,0
C00842,4,accidental_saver,accidental_saver,0.1762,0
C00842,5,accidental_saver,accidental_saver,0.1674,0
C00842,6,accidental_saver,accidental_saver,0.1787,0
C00842,7,accidental_saver,accidental_saver,0.1779,0
C00842,8,accidental_saver,accidental_saver,0.1704,0
C00843,1,sure_thing,sure_thing,0.0245,0
C00843,2,sure_thing,sure_thing,0.0209,0
C00843,3,sure_thing,sure_thing,0.0371,0
C00843,4,sure_thing,sure_thing,0.011,0
C00843,5,sure_thing,sure_thing,0.0082,0
C00843,6,sure_thing,sure_thing,0.0272,0
C00843,7,sure_thing,sure_thing,0.013,0
C00843,8,sure_thing,sure_thing,0.0294,0
C00844,1,sure_thing,sure_thing,0.001,0
C00844,2,sure_thing,sure_thing,0.0091,0
C00844,3,sure_thing,sure_thing,0.001,0
C00844,4,sure_thing,sure_thing,0.0131,0
C00844,5,sure_thing,sure_thing,0.001,0
C00844,6,sure_thing,sure_thing,0.001,0
C00844,7,sure_thing,sure_thing,0.0101,0
C00844,8,sure_thing,sure_thing,0.0094,0
C00845,1,hunter,hunter,0.4774,0
C00845,2,hunter,hunter,0.4437,0
C00845,3,hunter,hunter,0.5599,0
C00845,4,hunter,hunter,0.606,0
C00845,5,hunter,hunter,0.5559,0
C00845,6,hunter,hunter,0.5572,0
C00845,7,hunter,hunter,0.5383,0
C00845,8,hunter,hunter,0.5563,0
C00846,1,sure_thing,sure_thing,0.0708,0
C00846,2,sure_thing,sure_thing,0.0795,0
C00846,3,sure_thing,sure_thing,0.0594,0
C00846,4,sure_thing,sure_thing,0.0492,0
C00846,5,sure_thing,sure_thing,0.0561,0
C00846,6,sure_thing,sure_thing,0.0664,0
C00846,7,sure_thing,sure_thing,0.0532,0
C00846,8,sure_thing,sure_thing,0.0548,0
C00847,1,accidental_saver,accidental_saver,0.1232,0
C00847,2,accidental_saver,accidental_saver,0.1338,0
C00847,3,accidental_saver,accidental_saver,0.1398,0
C00847,4,accidental_saver,accidental_saver,0.1506,0
C00847,5,accidental_saver,accidental_saver,0.1247,0
C00847,6,accidental_saver,accidental_saver,0.1541,0
C00847,7,accidental_saver,accidental_saver,0.1585,0
C00847,8,accidental_saver,accidental_saver,0.1364,0
C00848,1,sure_thing,sure_thing,0.0282,0
C00848,2,sure_thing,sure_thing,0.0048,0
C00848,3,sure_thing,sure_thing,0.0045,0
C00848,4,sure_thing,sure_thing,0.034,0
C00848,5,sure_thing,sure_thing,0.001,0
C00848,6,sure_thing,sure_thing,0.0136,0
C00848,7,sure_thing,sure_thing,0.0021,0
C00848,8,sure_thing,sure_thing,0.0057,0
C00849,1,hunter,hunter,0.4841,0
C00849,2,hunter,hunter,0.5134,0
C00849,3,hunter,hunter,0.5048,0
C00849,4,hunter,hunter,0.5031,0
C00849,5,hunter,hunter,0.5046,0
C00849,6,hunter,hunter,0.5329,0
C00849,7,hunter,hunter,0.5385,0
C00849,8,hunter,hunter,0.5668,0
C00850,1,sure_thing,sure_thing,0.0837,0
C00850,2,sure_thing,sure_thing,0.0877,0
C00850,3,sure_thing,sure_thing,0.0696,0
C00850,4,sure_thing,sure_thing,0.0606,0
C00850,5,sure_thing,sure_thing,0.0688,0
C00850,6,sure_thing,sure_thing,0.0899,0
C00850,7,sure_thing,sure_thing,0.0819,0
C00850,8,sure_thing,sure_thing,0.0772,0
C00851,1,sure_thing,sure_thing,0.0117,0
C00851,2,sure_thing,sure_thing,0.0157,0
C00851,3,sure_thing,sure_thing,0.0101,0
C00851,4,sure_thing,sure_thing,0.0049,0
C00851,5,sure_thing,sure_thing,0.0034,0
C00851,6,sure_thing,sure_thing,0.001,0
C00851,7,sure_thing,sure_thing,0.001,0
C00851,8,sure_thing,sure_thing,0.001,0
C00852,1,hunter,hunter,0.4933,0
C00852,2,hunter,hunter,0.4476,0
C00852,3,hunter,hunter,0.5299,0
C00852,4,hunter,hunter,0.4952,0
C00852,5,hunter,hunter,0.5205,0
C00852,6,hunter,hunter,0.5313,0
C00852,7,hunter,hunter,0.5036,0
C00852,8,hunter,hunter,0.5535,0
C00853,1,hunter,hunter,0.4284,0
C00853,2,hunter,hunter,0.4923,0
C00853,3,hunter,hunter,0.4385,0
C00853,4,hunter,hunter,0.5205,0
C00853,5,hunter,hunter,0.5406,0
C00853,6,hunter,hunter,0.534,0
C00853,7,hunter,hunter,0.5052,0
C00853,8,hunter,hunter,0.5851,0
C00854,1,sure_thing,sure_thing,0.04,0
C00854,2,sure_thing,sure_thing,0.0359,0
C00854,3,sure_thing,sure_thing,0.0186,0
C00854,4,sure_thing,sure_thing,0.0228,0
C00854,5,sure_thing,sure_thing,0.0354,0
C00854,6,sure_thing,sure_thing,0.0245,0
C00854,7,sure_thing,sure_thing,0.034,0
C00854,8,sure_thing,sure_thing,0.0436,0
C00855,1,accidental_saver,accidental_saver,0.1666,0
C00855,2,accidental_saver,accidental_saver,0.1736,0
C00855,3,accidental_saver,accidental_saver,0.1661,0
C00855,4,accidental_saver,accidental_saver,0.1596,0
C00855,5,accidental_saver,accidental_saver,0.1576,0
C00855,6,accidental_saver,accidental_saver,0.1535,0
C00855,7,accidental_saver,accidental_saver,0.1716,0
C00855,8,accidental_saver,accidental_saver,0.1716,0
C00856,1,accidental_saver,accidental_saver,0.2307,0
C00856,2,accidental_saver,accidental_saver,0.2246,0
C00856,3,accidental_saver,accidental_saver,0.2349,0
C00856,4,accidental_saver,accidental_saver,0.2348,0
C00856,5,accidental_saver,accidental_saver,0.2123,0
C00856,6,accidental_saver,accidental_saver,0.2022,0
C00856,7,accidental_saver,accidental_saver,0.2188,0
C00856,8,accidental_saver,accidental_saver,0.2205,0
C00857,1,hunter,hunter,0.4801,0
C00857,2,hunter,hunter,0.4579,0
C00857,3,hunter,hunter,0.5341,0
C00857,4,hunter,hunter,0.4889,0
C00857,5,hunter,hunter,0.4689,0
C00857,6,hunter,hunter,0.5468,0
C00857,7,hunter,hunter,0.5307,0
C00857,8,hunter,hunter,0.5765,0
C00858,1,sure_thing,sure_thing,0.0664,0
C00858,2,sure_thing,sure_thing,0.0336,0
C00858,3,sure_thing,sure_thing,0.0453,0
C00858,4,sure_thing,sure_thing,0.0631,0
C00858,5,sure_thing,sure_thing,0.0473,0
C00858,6,sure_thing,sure_thing,0.0504,0
C00858,7,sure_thing,sure_thing,0.0552,0
C00858,8,sure_thing,sure_thing,0.0449,0
C00859,1,accidental_saver,accidental_saver,0.2317,0
C00859,2,accidental_saver,accidental_saver,0.2468,0
C00859,3,accidental_saver,accidental_saver,0.244,0
C00859,4,accidental_saver,accidental_saver,0.2472,0
C00859,5,accidental_saver,accidental_saver,0.2481,0
C00859,6,accidental_saver,accidental_saver,0.2452,0
C00859,7,accidental_saver,accidental_saver,0.2374,0
C00859,8,accidental_saver,accidental_saver,0.2297,0
C00860,1,hunter,hunter,0.4677,0
C00860,2,hunter,hunter,0.5053,0
C00860,3,hunter,hunter,0.4884,0
C00860,4,hunter,hunter,0.4727,0
C00860,5,hunter,hunter,0.537,0
C00860,6,hunter,hunter,0.5072,0
C00860,7,hunter,hunter,0.5211,0
C00860,8,hunter,hunter,0.5576,0
C00861,1,accidental_saver,accidental_saver,0.1763,0
C00861,2,accidental_saver,accidental_saver,0.179,0
C00861,3,accidental_saver,accidental_saver,0.1496,0
C00861,4,accidental_saver,accidental_saver,0.1758,0
C00861,5,accidental_saver,accidental_saver,0.1676,0
C00861,6,accidental_saver,accidental_saver,0.1421,0
C00861,7,accidental_saver,accidental_saver,0.1559,0
C00861,8,accidental_saver,accidental_saver,0.1813,0
C00862,1,hunter,hunter,0.4741,0
C00862,2,hunter,hunter,0.4573,0
C00862,3,hunter,hunter,0.4741,0
C00862,4,hunter,hunter,0.5367,0
C00862,5,hunter,hunter,0.5349,0
C00862,6,hunter,hunter,0.5073,0
C00862,7,hunter,hunter,0.4986,0
C00862,8,hunter,hunter,0.528,0
C00863,1,accidental_saver,accidental_saver,0.1396,0
C00863,2,accidental_saver,accidental_saver,0.1312,0
C00863,3,accidental_saver,accidental_saver,0.1435,0
C00863,4,accidental_saver,accidental_saver,0.1387,0
C00863,5,accidental_saver,accidental_saver,0.1328,0
C00863,6,accidental_saver,accidental_saver,0.1387,0
C00863,7,accidental_saver,accidental_saver,0.1415,0
C00863,8,accidental_saver,accidental_saver,0.1328,0
C00864,1,sure_thing,sure_thing,0.0356,0
C00864,2,sure_thing,sure_thing,0.048,0
C00864,3,sure_thing,sure_thing,0.0126,0
C00864,4,sure_thing,sure_thing,0.0291,0
C00864,5,sure_thing,sure_thing,0.0332,0
C00864,6,sure_thing,sure_thing,0.0521,0
C00864,7,sure_thing,sure_thing,0.0345,0
C00864,8,sure_thing,sure_thing,0.0457,0
C00865,1,hunter,hunter,0.4449,0
C00865,2,hunter,hunter,0.5123,0
C00865,3,hunter,hunter,0.4875,0
C00865,4,hunter,hunter,0.546,0
C00865,5,hunter,hunter,0.5608,0
C00865,6,hunter,hunter,0.5072,0
C00865,7,hunter,hunter,0.5052,0
C00865,8,hunter,hunter,0.5647,0
C00866,1,hunter,hunter,0.4637,0
C00866,2,hunter,hunter,0.4714,0
C00866,3,hunter,hunter,0.5144,0
C00866,4,hunter,hunter,0.4923,0
C00866,5,hunter,hunter,0.4828,0
C00866,6,hunter,hunter,0.5555,0
C00866,7,hunter,hunter,0.5303,0
C00866,8,hunter,hunter,0.5389,0
C00867,1,hunter,hunter,0.4835,0
C00867,2,hunter,hunter,0.4276,0
C00867,3,hunter,hunter,0.4921,0
C00867,4,hunter,hunter,0.4632,0
C00867,5,hunter,hunter,0.5289,0
C00867,6,hunter,hunter,0.5563,0
C00867,7,hunter,hunter,0.5325,0
C00867,8,hunter,hunter,0.5537,0
C00868,1,sure_thing,sure_thing,0.0215,0
C00868,2,sure_thing,sure_thing,0.0171,0
C00868,3,sure_thing,sure_thing,0.0261,0
C00868,4,sure_thing,sure_thing,0.0191,0
C00868,5,sure_thing,sure_thing,0.0261,0
C00868,6,sure_thing,sure_thing,0.033,0
C00868,7,sure_thing,sure_thing,0.0146,0
C00868,8,sure_thing,sure_thing,0.0185,0
C00869,1,sure_thing,sure_thing,0.0485,0
C00869,2,sure_thing,sure_thing,0.0455,0
C00869,3,sure_thing,sure_thing,0.0234,0
C00869,4,sure_thing,sure_thing,0.0422,0
C00869,5,sure_thing,sure_thing,0.0272,0
C00869,6,sure_thing,sure_thing,0.0455,0
C00869,7,sure_thing,sure_thing,0.0283,0
C00869,8,sure_thing,sure_thing,0.0372,0
C00870,1,hunter,hunter,0.4015,0
C00870,2,hunter,hunter,0.4593,0
C00870,3,hunter,hunter,0.4901,0
C00870,4,hunter,hunter,0.5322,0
C00870,5,hunter,hunter,0.5354,0
C00870,6,hunter,hunter,0.5368,0
C00870,7,hunter,hunter,0.5397,0
C00870,8,hunter,hunter,0.5754,0
C00871,1,sure_thing,sure_thing,0.0535,0
C00871,2,sure_thing,sure_thing,0.0561,0
C00871,3,sure_thing,sure_thing,0.0473,0
C00871,4,sure_thing,sure_thing,0.062,0
C00871,5,sure_thing,sure_thing,0.0407,0
C00871,6,sure_thing,sure_thing,0.0523,0
C00871,7,sure_thing,sure_thing,0.057,0
C00871,8,sure_thing,sure_thing,0.0602,0
C00872,1,hunter,hunter,0.4695,0
C00872,2,hunter,hunter,0.4804,0
C00872,3,hunter,hunter,0.5136,0
C00872,4,hunter,hunter,0.5044,0
C00872,5,hunter,hunter,0.5468,0
C00872,6,hunter,hunter,0.5594,0
C00872,7,hunter,hunter,0.5582,0
C00872,8,hunter,hunter,0.5727,0
C00873,1,sure_thing,sure_thing,0.0812,0
C00873,2,sure_thing,sure_thing,0.0841,0
C00873,3,sure_thing,sure_thing,0.0601,0
C00873,4,sure_thing,sure_thing,0.0925,0
C00873,5,sure_thing,sure_thing,0.0676,0
C00873,6,sure_thing,sure_thing,0.0638,0
C00873,7,sure_thing,sure_thing,0.0865,0
C00873,8,sure_thing,sure_thing,0.0869,0
C00874,1,accidental_saver,accidental_saver,0.0851,0
C00874,2,accidental_saver,accidental_saver,0.0673,0
C00874,3,accidental_saver,accidental_saver,0.0763,0
C00874,4,accidental_saver,accidental_saver,0.0944,0
C00874,5,accidental_saver,accidental_saver,0.0515,0
C00874,6,accidental_saver,accidental_saver,0.0812,0
C00874,7,accidental_saver,accidental_saver,0.0879,0
C00874,8,accidental_saver,accidental_saver,0.0709,0
C00875,1,hunter,hunter,0.4547,0
C00875,2,hunter,hunter,0.4752,0
C00875,3,hunter,hunter,0.4826,0
C00875,4,hunter,hunter,0.529,0
C00875,5,hunter,hunter,0.5353,0
C00875,6,hunter,hunter,0.5027,0
C00875,7,hunter,hunter,0.5626,0
C00875,8,hunter,hunter,0.5305,0
C00876,1,sure_thing,sure_thing,0.1145,0
C00876,2,sure_thing,sure_thing,0.123,0
C00876,3,sure_thing,sure_thing,0.1205,0
C00876,4,sure_thing,sure_thing,0.1305,0
C00876,5,sure_thing,sure_thing,0.1134,0
C00876,6,sure_thing,sure_thing,0.1135,0
C00876,7,sure_thing,sure_thing,0.1379,0
C00876,8,sure_thing,sure_thing,0.1246,0
C00877,1,sure_thing,sure_thing,0.0811,0
C00877,2,sure_thing,sure_thing,0.0649,0
C00877,3,sure_thing,sure_thing,0.0956,0
C00877,4,sure_thing,sure_thing,0.0927,0
C00877,5,sure_thing,sure_thing,0.0668,0
C00877,6,sure_thing,sure_thing,0.0908,0
C00877,7,sure_thing,sure_thing,0.0728,0
C00877,8,sure_thing,sure_thing,0.0698,0
C00878,1,accidental_saver,accidental_saver,0.1474,0
C00878,2,accidental_saver,accidental_saver,0.1552,0
C00878,3,accidental_saver,accidental_saver,0.1537,0
C00878,4,accidental_saver,accidental_saver,0.1394,0
C00878,5,accidental_saver,accidental_saver,0.1387,0
C00878,6,accidental_saver,accidental_saver,0.13,0
C00878,7,accidental_saver,accidental_saver,0.1303,0
C00878,8,accidental_saver,accidental_saver,0.1462,0
C00879,1,accidental_saver,accidental_saver,0.1621,0
C00879,2,accidental_saver,accidental_saver,0.16,0
C00879,3,accidental_saver,accidental_saver,0.163,0
C00879,4,accidental_saver,accidental_saver,0.1485,0
C00879,5,accidental_saver,accidental_saver,0.1586,0
C00879,6,accidental_saver,accidental_saver,0.1648,0
C00879,7,accidental_saver,accidental_saver,0.1391,0
C00879,8,accidental_saver,accidental_saver,0.162,0
C00880,1,sure_thing,sure_thing,0.0615,0
C00880,2,sure_thing,sure_thing,0.0426,0
C00880,3,sure_thing,sure_thing,0.0208,0
C00880,4,sure_thing,sure_thing,0.0395,0
C00880,5,sure_thing,sure_thing,0.0327,0
C00880,6,sure_thing,sure_thing,0.0367,0
C00880,7,sure_thing,sure_thing,0.0502,0
C00880,8,sure_thing,sure_thing,0.038,0
C00881,1,accidental_saver,accidental_saver,0.152,0
C00881,2,accidental_saver,accidental_saver,0.1777,0
C00881,3,accidental_saver,accidental_saver,0.1563,0
C00881,4,accidental_saver,accidental_saver,0.1649,0
C00881,5,accidental_saver,accidental_saver,0.1505,0
C00881,6,accidental_saver,accidental_saver,0.179,0
C00881,7,accidental_saver,accidental_saver,0.1714,0
C00881,8,accidental_saver,accidental_saver,0.1902,0
C00882,1,hunter,hunter,0.4743,0
C00882,2,hunter,hunter,0.4802,0
C00882,3,hunter,hunter,0.4924,0
C00882,4,hunter,hunter,0.4759,0
C00882,5,hunter,hunter,0.5061,0
C00882,6,hunter,hunter,0.5443,0
C00882,7,hunter,hunter,0.5388,0
C00882,8,hunter,hunter,0.5507,0
C00883,1,accidental_saver,accidental_saver,0.2215,0
C00883,2,accidental_saver,accidental_saver,0.2387,0
C00883,3,accidental_saver,accidental_saver,0.2203,0
C00883,4,accidental_saver,accidental_saver,0.2322,0
C00883,5,accidental_saver,accidental_saver,0.2102,0
C00883,6,accidental_saver,accidental_saver,0.2521,0
C00883,7,accidental_saver,accidental_saver,0.2405,0
C00883,8,accidental_saver,accidental_saver,0.2192,0
C00884,1,sure_thing,sure_thing,0.0314,0
C00884,2,sure_thing,sure_thing,0.0375,0
C00884,3,sure_thing,sure_thing,0.036,0
C00884,4,sure_thing,sure_thing,0.0372,0
C00884,5,sure_thing,sure_thing,0.0281,0
C00884,6,sure_thing,sure_thing,0.0389,0
C00884,7,sure_thing,sure_thing,0.0287,0
C00884,8,sure_thing,sure_thing,0.0369,0
C00885,1,sure_thing,sure_thing,0.001,0
C00885,2,sure_thing,sure_thing,0.0272,0
C00885,3,sure_thing,sure_thing,0.0285,0
C00885,4,sure_thing,sure_thing,0.0323,0
C00885,5,sure_thing,sure_thing,0.0124,0
C00885,6,sure_thing,sure_thing,0.007,0
C00885,7,sure_thing,sure_thing,0.027,0
C00885,8,sure_thing,sure_thing,0.0267,0
C00886,1,sure_thing,sure_thing,0.0185,0
C00886,2,sure_thing,sure_thing,0.0113,0
C00886,3,sure_thing,sure_thing,0.0207,0
C00886,4,sure_thing,sure_thing,0.001,0
C00886,5,sure_thing,sure_thing,0.0197,0
C00886,6,sure_thing,sure_thing,0.0277,0
C00886,7,sure_thing,sure_thing,0.0445,0
C00886,8,sure_thing,sure_thing,0.0174,0
C00887,1,sure_thing,sure_thing,0.0626,0
C00887,2,sure_thing,sure_thing,0.0545,0
C00887,3,sure_thing,sure_thing,0.038,0
C00887,4,sure_thing,sure_thing,0.0332,0
C00887,5,sure_thing,sure_thing,0.0692,0
C00887,6,sure_thing,sure_thing,0.0226,0
C00887,7,sure_thing,sure_thing,0.0453,0
C00887,8,sure_thing,sure_thing,0.0464,0
C00888,1,sure_thing,sure_thing,0.0478,0
C00888,2,sure_thing,sure_thing,0.0678,0
C00888,3,sure_thing,sure_thing,0.0528,0
C00888,4,sure_thing,sure_thing,0.0339,0
C00888,5,sure_thing,sure_thing,0.0428,0
C00888,6,sure_thing,sure_thing,0.0486,0
C00888,7,sure_thing,sure_thing,0.0644,0
C00888,8,sure_thing,sure_thing,0.0499,0
C00889,1,accidental_saver,accidental_saver,0.2543,0
C00889,2,accidental_saver,accidental_saver,0.222,0
C00889,3,accidental_saver,accidental_saver,0.2487,0
C00889,4,accidental_saver,accidental_saver,0.245,0
C00889,5,accidental_saver,accidental_saver,0.2377,0
C00889,6,accidental_saver,accidental_saver,0.2283,0
C00889,7,accidental_saver,accidental_saver,0.2348,0
C00889,8,accidental_saver,accidental_saver,0.2456,0
C00890,1,sure_thing,sure_thing,0.0435,0
C00890,2,sure_thing,sure_thing,0.0532,0
C00890,3,sure_thing,sure_thing,0.0391,0
C00890,4,sure_thing,sure_thing,0.0537,0
C00890,5,sure_thing,sure_thing,0.0569,0
C00890,6,sure_thing,sure_thing,0.0427,0
C00890,7,sure_thing,sure_thing,0.0406,0
C00890,8,sure_thing,sure_thing,0.0367,0
C00891,1,hunter,hunter,0.4909,0
C00891,2,hunter,hunter,0.4501,0
C00891,3,hunter,hunter,0.4393,0
C00891,4,hunter,hunter,0.4781,0
C00891,5,hunter,hunter,0.5229,0
C00891,6,hunter,hunter,0.5453,0
C00891,7,hunter,hunter,0.5395,0
C00891,8,hunter,hunter,0.5689,0
C00892,1,sure_thing,sure_thing,0.0492,0
C00892,2,sure_thing,sure_thing,0.04,0
C00892,3,sure_thing,sure_thing,0.0415,0
C00892,4,sure_thing,sure_thing,0.0489,0
C00892,5,sure_thing,sure_thing,0.0396,0
C00892,6,sure_thing,sure_thing,0.0539,0
C00892,7,sure_thing,sure_thing,0.0316,0
C00892,8,sure_thing,sure_thing,0.0411,0
C00893,1,sure_thing,sure_thing,0.0827,0
C00893,2,sure_thing,sure_thing,0.0589,0
C00893,3,sure_thing,sure_thing,0.0686,0
C00893,4,sure_thing,sure_thing,0.0834,0
C00893,5,sure_thing,sure_thing,0.0706,0
C00893,6,sure_thing,sure_thing,0.0563,0
C00893,7,sure_thing,sure_thing,0.0662,0
C00893,8,sure_thing,sure_thing,0.0626,0
C00894,1,hunter,hunter,0.4322,0
C00894,2,hunter,hunter,0.4683,0
C00894,3,hunter,hunter,0.4971,0
C00894,4,hunter,hunter,0.4866,0
C00894,5,hunter,hunter,0.5331,0
C00894,6,hunter,hunter,0.556,0
C00894,7,hunter,hunter,0.5483,0
C00894,8,hunter,hunter,0.5468,0
C00895,1,hunter,hunter,0.4272,0
C00895,2,hunter,hunter,0.5018,0
C00895,3,hunter,hunter,0.5428,0
C00895,4,hunter,hunter,0.4899,0
C00895,5,hunter,hunter,0.5807,0
C00895,6,hunter,hunter,0.5485,0
C00895,7,hunter,hunter,0.5156,0
C00895,8,hunter,hunter,0.5624,0
C00896,1,sure_thing,sure_thing,0.0481,0
C00896,2,sure_thing,sure_thing,0.0392,0
C00896,3,sure_thing,sure_thing,0.0419,0
C00896,4,sure_thing,sure_thing,0.0304,0
C00896,5,sure_thing,sure_thing,0.0445,0
C00896,6,sure_thing,sure_thing,0.0383,0
C00896,7,sure_thing,sure_thing,0.0384,0
C00896,8,sure_thing,sure_thing,0.0472,0
C00897,1,sure_thing,sure_thing,0.0415,0
C00897,2,sure_thing,sure_thing,0.034,0
C00897,3,sure_thing,sure_thing,0.0391,0
C00897,4,sure_thing,sure_thing,0.0524,0
C00897,5,sure_thing,sure_thing,0.0548,0
C00897,6,sure_thing,sure_thing,0.0274,0
C00897,7,sure_thing,sure_thing,0.0273,0
C00897,8,sure_thing,sure_thing,0.0439,0
C00898,1,sure_thing,sure_thing,0.0088,0
C00898,2,sure_thing,sure_thing,0.0245,0
C00898,3,sure_thing,sure_thing,0.0269,0
C00898,4,sure_thing,sure_thing,0.0345,0
C00898,5,sure_thing,sure_thing,0.035,0
C00898,6,sure_thing,sure_thing,0.0265,0
C00898,7,sure_thing,sure_thing,0.0234,0
C00898,8,sure_thing,sure_thing,0.0308,0
C00899,1,accidental_saver,accidental_saver,0.0671,0
C00899,2,accidental_saver,accidental_saver,0.1001,0
C00899,3,accidental_saver,accidental_saver,0.0858,0
C00899,4,accidental_saver,accidental_saver,0.0787,0
C00899,5,accidental_saver,accidental_saver,0.0963,0
C00899,6,accidental_saver,accidental_saver,0.0864,0
C00899,7,accidental_saver,accidental_saver,0.0645,0
C00899,8,accidental_saver,accidental_saver,0.0683,0
C00900,1,accidental_saver,accidental_saver,0.0878,0
C00900,2,accidental_saver,accidental_saver,0.0918,0
C00900,3,accidental_saver,accidental_saver,0.0716,0
C00900,4,accidental_saver,accidental_saver,0.0956,0
C00900,5,accidental_saver,accidental_saver,0.086,0
C00900,6,accidental_saver,accidental_saver,0.1071,0
C00900,7,accidental_saver,accidental_saver,0.0868,0
C00900,8,accidental_saver,accidental_saver,0.107,0
C00901,1,sure_thing,sure_thing,0.0574,0
C00901,2,sure_thing,sure_thing,0.0354,0
C00901,3,sure_thing,sure_thing,0.0299,0
C00901,4,sure_thing,sure_thing,0.0349,0
C00901,5,sure_thing,sure_thing,0.0552,0
C00901,6,sure_thing,sure_thing,0.0589,0
C00901,7,sure_thing,sure_thing,0.0588,0
C00901,8,sure_thing,sure_thing,0.0521,0
C00902,1,sure_thing,sure_thing,0.0315,0
C00902,2,sure_thing,sure_thing,0.0475,0
C00902,3,sure_thing,sure_thing,0.0274,0
C00902,4,sure_thing,sure_thing,0.0554,0
C00902,5,sure_thing,sure_thing,0.0439,0
C00902,6,sure_thing,sure_thing,0.0496,0
C00902,7,sure_thing,sure_thing,0.0345,0
C00902,8,sure_thing,sure_thing,0.0512,0
C00903,1,accidental_saver,accidental_saver,0.1032,0
C00903,2,accidental_saver,accidental_saver,0.1006,0
C00903,3,accidental_saver,accidental_saver,0.0984,0
C00903,4,accidental_saver,accidental_saver,0.1186,0
C00903,5,accidental_saver,accidental_saver,0.1018,0
C00903,6,accidental_saver,accidental_saver,0.1033,0
C00903,7,accidental_saver,accidental_saver,0.1061,0
C00903,8,accidental_saver,accidental_saver,0.0897,0
C00904,1,hunter,hunter,0.4344,0
C00904,2,hunter,hunter,0.4818,0
C00904,3,hunter,hunter,0.51,0
C00904,4,hunter,hunter,0.5005,0
C00904,5,hunter,hunter,0.4987,0
C00904,6,hunter,hunter,0.5188,0
C00904,7,hunter,hunter,0.5766,0
C00904,8,hunter,hunter,0.5264,0
C00905,1,accidental_saver,accidental_saver,0.1884,0
C00905,2,accidental_saver,accidental_saver,0.1847,0
C00905,3,accidental_saver,accidental_saver,0.1856,0
C00905,4,accidental_saver,accidental_saver,0.1906,0
C00905,5,accidental_saver,accidental_saver,0.1758,0
C00905,6,accidental_saver,accidental_saver,0.1886,0
C00905,7,accidental_saver,accidental_saver,0.1791,0
C00905,8,accidental_saver,accidental_saver,0.178,0
C00906,1,accidental_saver,accidental_saver,0.0714,0
C00906,2,accidental_saver,accidental_saver,0.0955,0
C00906,3,accidental_saver,accidental_saver,0.0641,0
C00906,4,accidental_saver,accidental_saver,0.0783,0
C00906,5,accidental_saver,accidental_saver,0.0795,0
C00906,6,accidental_saver,accidental_saver,0.0871,0
C00906,7,accidental_saver,accidental_saver,0.0802,0
C00906,8,accidental_saver,accidental_saver,0.0799,0
C00907,1,sure_thing,sure_thing,0.011,0
C00907,2,sure_thing,sure_thing,0.0154,0
C00907,3,sure_thing,sure_thing,0.0101,0
C00907,4,sure_thing,sure_thing,0.0106,0
C00907,5,sure_thing,sure_thing,0.0108,0
C00907,6,sure_thing,sure_thing,0.0127,0
C00907,7,sure_thing,sure_thing,0.0281,0
C00907,8,sure_thing,sure_thing,0.0093,0
C00908,1,sure_thing,sure_thing,0.0341,0
C00908,2,sure_thing,sure_thing,0.0284,0
C00908,3,sure_thing,sure_thing,0.0263,0
C00908,4,sure_thing,sure_thing,0.0217,0
C00908,5,sure_thing,sure_thing,0.0394,0
C00908,6,sure_thing,sure_thing,0.0241,0
C00908,7,sure_thing,sure_thing,0.0394,0
C00908,8,sure_thing,sure_thing,0.0487,0
C00909,1,sure_thing,sure_thing,0.0853,0
C00909,2,sure_thing,sure_thing,0.0703,0
C00909,3,sure_thing,sure_thing,0.0851,0
C00909,4,sure_thing,sure_thing,0.0921,0
C00909,5,sure_thing,sure_thing,0.0839,0
C00909,6,sure_thing,sure_thing,0.0731,0
C00909,7,sure_thing,sure_thing,0.075,0
C00909,8,sure_thing,sure_thing,0.0911,0
C00910,1,hunter,hunter,0.4504,0
C00910,2,hunter,hunter,0.4871,0
C00910,3,hunter,hunter,0.4859,0
C00910,4,hunter,hunter,0.5054,0
C00910,5,hunter,hunter,0.5593,0
C00910,6,hunter,hunter,0.531,0
C00910,7,hunter,hunter,0.5579,0
C00910,8,hunter,hunter,0.5588,0
C00911,1,hunter,hunter,0.4806,0
C00911,2,hunter,hunter,0.467,0
C00911,3,hunter,hunter,0.4946,0
C00911,4,hunter,hunter,0.5184,0
C00911,5,hunter,hunter,0.5096,0
C00911,6,hunter,hunter,0.5056,0
C00911,7,hunter,hunter,0.5435,0
C00911,8,hunter,hunter,0.5684,0
C00912,1,hunter,hunter,0.4855,0
C00912,2,hunter,hunter,0.4725,0
C00912,3,hunter,hunter,0.5222,0
C00912,4,hunter,hunter,0.5152,0
C00912,5,hunter,hunter,0.5147,0
C00912,6,hunter,hunter,0.4927,0
C00912,7,hunter,hunter,0.5291,0
C00912,8,hunter,hunter,0.5504,0
C00913,1,hunter,hunter,0.5024,0
C00913,2,hunter,hunter,0.4996,0
C00913,3,hunter,hunter,0.5113,0
C00913,4,hunter,hunter,0.4933,0
