customer_id,week,purchase_day,order_value_rs,wallet_at_checkout,cashback_applied,net_revenue_rs,full_price
C01036,6,2,1053.64,37.0,37.0,1016.64,0
C01036,7,2,1029.57,136.0,136.0,893.57,0
C01036,8,1,899.91,48.0,48.0,851.91,0
C01037,1,1,817.85,29.0,29.0,788.85,0
C01037,2,1,590.21,9.0,9.0,581.21,0
C01037,3,7,830.0,75.0,75.0,755.0,0
C01037,4,6,606.7,200.0,200.0,406.7,0
C01037,6,1,830.62,68.0,68.0,762.62,0
C01037,7,6,562.8,150.0,150.0,412.8,0
C01037,8,5,565.53,84.0,84.0,481.53,0
C01038,1,6,514.67,200.0,200.0,314.67,0
C01038,2,6,834.48,200.0,200.0,634.48,0
C01038,3,6,955.86,169.0,169.0,786.86,0
C01038,4,7,501.59,132.0,132.0,369.59,0
C01038,5,7,941.61,89.0,89.0,852.61,0
C01038,6,4,669.99,173.0,173.0,496.99,0
C01038,7,7,587.1,195.0,195.0,392.1,0
C01038,8,5,495.76,99.0,99.0,396.76,0
C01039,1,1,728.43,74.0,74.0,654.43,0
C01039,2,2,1050.82,88.0,88.0,962.82,0
C01039,3,2,1168.7,52.0,52.0,1116.7,0
C01039,4,1,1026.91,93.0,93.0,933.91,0
C01039,5,1,735.73,111.0,111.0,624.73,0
C01039,6,1,610.72,62.0,62.0,548.72,0
C01039,7,1,1123.64,103.0,103.0,1020.64,0
C01039,8,2,864.66,81.0,81.0,783.66,0
C01040,1,1,880.61,45.0,45.0,835.61,0
C01040,2,1,1001.4,51.0,51.0,950.4,0
C01040,3,1,1046.47,153.0,153.0,893.47,0
C01040,4,1,720.35,81.0,81.0,639.35,0
C01040,5,1,759.83,96.0,96.0,663.83,0
C01040,6,1,1267.22,58.0,58.0,1209.22,0
C01040,7,1,557.16,24.0,24.0,533.16,0
C01040,8,1,850.19,36.0,36.0,814.19,0
C01041,1,3,615.38,149.0,149.0,466.38,0
C01041,2,3,818.07,70.0,70.0,748.07,0
C01041,3,3,832.72,82.0,82.0,750.72,0
C01041,4,5,617.73,132.0,132.0,485.73,0
C01041,6,6,645.86,156.0,156.0,489.86,0
C01041,7,5,916.49,63.0,63.0,853.49,0
C01041,8,3,541.73,121.0,121.0,420.73,0
C01042,1,3,517.76,120.0,120.0,397.76,0
C01042,2,6,912.19,200.0,200.0,712.19,0
C01042,3,7,850.47,200.0,200.0,650.47,0
C01042,5,4,805.92,200.0,200.0,605.92,0
C01042,6,6,848.83,200.0,200.0,648.83,0
C01042,7,7,504.04,176.0,176.0,328.04,0
C01042,8,7,946.23,200.0,200.0,746.23,0
C01043,1,6,600.44,125.0,125.0,475.44,0
C01043,3,5,587.17,95.0,95.0,492.17,0
C01043,4,3,374.44,136.0,136.0,238.44,0
C01043,5,6,372.21,73.0,73.0,299.21,0
C01043,6,4,558.59,159.0,159.0,399.59,0
C01043,7,3,829.29,103.0,103.0,726.29,0
C01044,1,1,869.4,51.0,51.0,818.4,0
C01044,2,1,912.63,22.0,22.0,890.63,0
C01044,3,4,291.07,136.0,136.0,155.07,0
C01044,4,1,633.28,31.0,31.0,602.28,0
C01044,5,2,836.69,15.0,15.0,821.69,0
C01044,6,4,1019.1,165.0,165.0,854.1,0
C01044,7,2,732.9,31.0,31.0,701.9,0
C01044,8,5,552.32,154.0,154.0,398.32,0
C01045,1,2,751.25,92.0,92.0,659.25,0
C01045,2,2,1223.93,82.0,82.0,1141.93,0
C01045,3,2,924.01,80.0,80.0,844.01,0
C01045,4,1,1047.02,5.0,5.0,1042.02,0
C01045,5,2,689.44,37.0,37.0,652.44,0
C01045,6,2,344.66,128.0,128.0,216.66,0
C01045,7,1,1022.56,5.0,5.0,1017.56,0
C01045,8,1,1252.14,30.0,30.0,1222.14,0
C01046,1,6,721.46,160.0,160.0,561.46,0
C01046,2,2,837.39,65.0,65.0,772.39,0
C01046,3,2,780.22,34.0,34.0,746.22,0
C01046,5,5,876.21,125.0,125.0,751.21,0
C01046,6,1,791.38,64.0,64.0,727.38,0
C01046,7,1,928.43,45.0,45.0,883.43,0
C01046,8,5,572.38,101.0,101.0,471.38,0
C01047,1,6,632.02,157.0,157.0,475.02,0
C01047,2,6,799.47,117.0,117.0,682.47,0
C01047,3,7,719.03,159.0,159.0,560.03,0
C01047,4,6,961.85,200.0,200.0,761.85,0
C01047,5,5,488.69,11.0,11.0,477.69,0
C01047,6,7,918.95,111.0,111.0,807.95,0
C01047,7,5,533.48,180.0,180.0,353.48,0
C01047,8,6,876.03,89.0,89.0,787.03,0
C01048,1,3,695.66,83.0,83.0,612.66,0
C01048,2,7,494.15,200.0,200.0,294.15,0
C01048,3,7,350.2,186.0,186.0,164.2,0
C01048,4,4,697.25,36.0,36.0,661.25,0
C01048,5,5,813.08,52.0,52.0,761.08,0
C01048,7,7,563.03,200.0,200.0,363.03,0
C01048,8,6,375.44,120.0,120.0,255.44,0
C01049,1,3,623.87,101.0,101.0,522.87,0
C01049,2,5,670.59,85.0,85.0,585.59,0
C01049,3,3,1067.67,81.0,81.0,986.67,0
C01049,4,1,1183.3,41.0,41.0,1142.3,0
C01049,6,6,562.19,200.0,200.0,362.19,0
C01049,7,2,657.46,73.0,73.0,584.46,0
C01050,1,6,1010.72,200.0,200.0,810.72,0
C01050,3,4,787.74,134.0,134.0,653.74,0
C01050,4,6,807.66,152.0,152.0,655.66,0
C01050,5,5,433.98,177.0,177.0,256.98,0
C01050,6,6,1074.26,200.0,200.0,874.26,0
C01050,7,4,516.89,67.0,67.0,449.89,0
C01050,8,7,763.08,200.0,200.0,563.08,0
C01051,1,2,1147.37,38.0,38.0,1109.37,0
C01051,5,1,809.9,49.0,49.0,760.9,0
C01051,6,1,892.84,66.0,66.0,826.84,0
C01051,7,5,869.7,81.0,81.0,788.7,0
C01051,8,1,1197.89,7.0,7.0,1190.89,0
C01052,1,1,468.78,79.0,79.0,389.78,0
C01052,2,1,1018.3,105.0,105.0,913.3,0
C01052,3,1,900.13,50.0,50.0,850.13,0
C01052,4,1,1304.7,174.0,174.0,1130.7,0
C01052,5,1,914.37,73.0,73.0,841.37,0
C01052,6,1,1073.15,42.0,42.0,1031.15,0
C01052,7,1,804.35,64.0,64.0,740.35,0
C01052,8,1,1014.06,43.0,43.0,971.06,0
C01053,1,1,1383.19,58.0,58.0,1325.19,0
C01053,2,1,302.01,40.0,40.0,262.01,0
C01053,3,2,774.6,81.0,81.0,693.6,0
C01053,4,1,1074.87,75.0,75.0,999.87,0
C01053,5,1,1013.31,50.0,50.0,963.31,0
C01053,6,1,810.04,77.0,77.0,733.04,0
C01053,7,1,853.76,72.0,72.0,781.76,0
C01053,8,2,1077.4,56.0,56.0,1021.4,0
C01054,1,1,1029.88,67.0,67.0,962.88,0
C01054,2,1,644.61,48.0,48.0,596.61,0
C01054,3,1,820.53,20.0,20.0,800.53,0
C01054,4,2,703.94,123.0,123.0,580.94,0
C01054,5,2,880.93,53.0,53.0,827.93,0
C01054,6,1,459.6,105.0,105.0,354.6,0
C01054,7,1,868.2,53.0,53.0,815.2,0
C01054,8,1,1149.19,92.0,92.0,1057.19,0
C01055,1,6,774.3,53.0,53.0,721.3,0
C01055,2,3,548.74,135.0,135.0,413.74,0
C01055,3,4,637.09,58.0,58.0,579.09,0
C01055,4,6,668.51,59.0,59.0,609.51,0
C01055,5,5,688.77,64.0,64.0,624.77,0
C01055,6,4,456.86,99.0,99.0,357.86,0
C01055,7,6,821.56,98.0,98.0,723.56,0
C01056,1,5,538.49,104.0,104.0,434.49,0
C01056,2,6,758.32,29.0,29.0,729.32,0
C01056,3,7,623.62,72.0,72.0,551.62,0
C01056,4,7,608.97,122.0,122.0,486.97,0
C01056,5,5,602.1,115.0,115.0,487.1,0
C01056,6,4,1053.86,187.0,187.0,866.86,0
C01056,7,7,500.64,195.0,195.0,305.64,0
C01056,8,6,643.77,200.0,200.0,443.77,0
C01057,1,1,1022.9,82.0,82.0,940.9,0
C01057,2,2,920.23,79.0,79.0,841.23,0
C01057,3,1,906.9,89.0,89.0,817.9,0
C01057,4,1,912.8,16.0,16.0,896.8,0
C01057,5,1,979.38,57.0,57.0,922.38,0
C01057,6,1,982.09,78.0,78.0,904.09,0
C01057,7,1,1491.4,72.0,72.0,1419.4,0
C01057,8,2,913.17,70.0,70.0,843.17,0
C01058,1,7,804.0,200.0,200.0,604.0,0
C01058,2,7,815.32,169.0,169.0,646.32,0
C01058,3,7,817.87,200.0,200.0,617.87,0
C01058,4,4,549.6,102.0,102.0,447.6,0
C01058,5,5,550.17,96.0,96.0,454.17,0
C01058,6,4,756.6,162.0,162.0,594.6,0
C01058,7,6,533.07,91.0,91.0,442.07,0
C01058,8,3,644.1,53.0,53.0,591.1,0
C01059,1,6,849.71,111.0,111.0,738.71,0
C01059,2,3,1023.37,105.0,105.0,918.37,0
C01059,3,3,860.72,73.0,73.0,787.72,0
C01059,4,3,857.53,177.0,177.0,680.53,0
C01059,7,3,639.39,64.0,64.0,575.39,0
C01059,8,5,818.38,39.0,39.0,779.38,0
C01060,1,6,843.07,166.0,166.0,677.07,0
C01060,2,6,763.29,138.0,138.0,625.29,0
C01060,3,7,738.52,190.0,190.0,548.52,0
C01060,4,7,762.4,200.0,200.0,562.4,0
C01060,5,6,604.18,200.0,200.0,404.18,0
C01060,6,6,945.75,200.0,200.0,745.75,0
C01060,7,7,464.04,200.0,200.0,264.04,0
C01060,8,7,868.61,74.0,74.0,794.61,0
C01061,1,4,397.23,149.0,149.0,248.23,0
C01061,3,4,839.95,145.0,145.0,694.95,0
C01061,4,4,604.02,54.0,54.0,550.02,0
C01061,5,4,665.1,48.0,48.0,617.1,0
C01061,7,3,594.18,118.0,118.0,476.18,0
C01061,8,5,870.18,76.0,76.0,794.18,0
C01062,1,1,619.78,32.0,32.0,587.78,0
C01062,2,6,420.51,62.0,62.0,358.51,0
C01062,3,6,994.42,114.0,114.0,880.42,0
C01062,4,4,694.76,62.0,62.0,632.76,0
C01062,5,5,1089.99,67.0,67.0,1022.99,0
C01062,6,4,531.92,104.0,104.0,427.92,0
C01062,7,5,630.84,34.0,34.0,596.84,0
C01062,8,7,659.55,200.0,200.0,459.55,0
C01063,1,3,762.14,105.0,105.0,657.14,0
C01063,2,3,627.95,153.0,153.0,474.95,0
C01063,3,4,359.87,69.0,69.0,290.87,0
C01063,4,5,558.39,139.0,139.0,419.39,0
C01063,5,3,515.68,169.0,169.0,346.68,0
C01063,6,5,978.74,101.0,101.0,877.74,0
C01063,7,4,662.33,184.0,184.0,478.33,0
C01064,1,3,797.06,91.0,91.0,706.06,0
C01064,2,1,1077.49,99.0,99.0,978.49,0
C01064,3,3,670.8,100.0,100.0,570.8,0
C01064,4,1,1075.01,83.0,83.0,992.01,0
C01064,6,1,1072.42,30.0,30.0,1042.42,0
C01064,7,1,755.66,107.0,107.0,648.66,0
C01064,8,2,679.17,71.0,71.0,608.17,0
C01065,1,7,1041.94,121.0,121.0,920.94,0
C01065,2,7,545.4,200.0,200.0,345.4,0
C01065,3,7,572.16,127.0,127.0,445.16,0
C01065,4,6,689.21,65.0,65.0,624.21,0
C01065,5,6,814.12,130.0,130.0,684.12,0
C01065,6,7,867.06,70.0,70.0,797.06,0
C01065,7,6,802.6,185.0,185.0,617.6,0
C01065,8,6,681.29,165.0,165.0,516.29,0
C01066,1,1,1183.25,94.0,94.0,1089.25,0
C01066,2,1,787.6,131.0,131.0,656.6,0
C01066,3,2,968.29,51.0,51.0,917.29,0
C01066,4,1,777.0,89.0,89.0,688.0,0
C01066,5,2,843.83,82.0,82.0,761.83,0
C01066,6,1,780.99,21.0,21.0,759.99,0
C01066,7,1,797.83,18.0,18.0,779.83,0
C01066,8,1,980.63,38.0,38.0,942.63,0
C01067,1,6,853.95,200.0,200.0,653.95,0
C01067,2,7,893.08,200.0,200.0,693.08,0
C01067,3,4,642.92,93.0,93.0,549.92,0
C01067,4,7,829.48,200.0,200.0,629.48,0
C01067,5,6,520.23,93.0,93.0,427.23,0
C01067,6,7,429.52,101.0,101.0,328.52,0
C01067,7,7,680.76,200.0,200.0,480.76,0
C01067,8,7,1013.32,200.0,200.0,813.32,0
C01068,1,1,651.3,74.0,74.0,577.3,0
C01068,2,1,843.13,64.0,64.0,779.13,0
C01068,3,2,753.98,47.0,47.0,706.98,0
C01068,4,2,1033.5,71.0,71.0,962.5,0
C01068,5,1,817.43,52.0,52.0,765.43,0
C01068,6,1,1125.62,98.0,98.0,1027.62,0
C01068,7,1,734.59,117.0,117.0,617.59,0
C01068,8,2,706.74,83.0,83.0,623.74,0
C01069,1,1,1066.03,59.0,59.0,1007.03,0
C01069,2,1,543.7,89.0,89.0,454.7,0
C01069,3,1,1340.27,50.0,50.0,1290.27,0
C01069,4,2,576.48,105.0,105.0,471.48,0
C01069,5,1,1083.46,100.0,100.0,983.46,0
C01069,6,1,1123.84,56.0,56.0,1067.84,0
C01069,7,1,1207.89,103.0,103.0,1104.89,0
C01069,8,1,1053.82,53.0,53.0,1000.82,0
C01070,1,6,905.51,102.0,102.0,803.51,0
C01070,2,5,1170.84,200.0,200.0,970.84,0
C01070,3,4,604.48,114.0,114.0,490.48,0
C01070,4,4,919.44,166.0,166.0,753.44,0
C01070,5,4,488.36,192.0,192.0,296.36,0
C01070,6,5,580.1,145.0,145.0,435.1,0
C01070,7,6,864.14,130.0,130.0,734.14,0
C01070,8,6,700.43,170.0,170.0,530.43,0
C01071,2,5,634.35,73.0,73.0,561.35,0
C01071,5,6,719.8,200.0,200.0,519.8,0
C01071,6,4,678.03,115.0,115.0,563.03,0
C01071,7,5,878.93,29.0,29.0,849.93,0
C01072,1,3,692.81,70.0,70.0,622.81,0
C01072,2,6,1048.11,200.0,200.0,848.11,0
C01072,3,6,823.85,152.0,152.0,671.85,0
C01072,5,6,796.25,151.0,151.0,645.25,0
C01072,6,7,609.25,189.0,189.0,420.25,0
C01072,7,7,1033.86,185.0,185.0,848.86,0
C01072,8,7,760.21,34.0,34.0,726.21,0
C01073,1,6,825.29,94.0,94.0,731.29,0
C01073,2,3,896.16,109.0,109.0,787.16,0
C01073,3,6,159.88,43.0,43.0,116.88,0
C01073,4,6,542.21,166.0,166.0,376.21,0
C01073,5,7,820.86,91.0,91.0,729.86,0
C01073,6,6,953.47,31.0,31.0,922.47,0
C01073,7,6,629.37,106.0,106.0,523.37,0
C01073,8,7,656.33,116.0,116.0,540.33,0
C01074,1,6,490.2,180.0,180.0,310.2,0
C01074,2,6,577.37,41.0,41.0,536.37,0
C01074,3,6,985.21,172.0,172.0,813.21,0
C01074,5,5,661.14,134.0,134.0,527.14,0
C01074,6,7,775.47,200.0,200.0,575.47,0
C01074,7,6,672.38,70.0,70.0,602.38,0
C01074,8,7,670.37,169.0,169.0,501.37,0
C01075,1,1,1059.07,43.0,43.0,1016.07,0
C01075,3,1,873.76,115.0,115.0,758.76,0
C01075,4,6,904.81,91.0,91.0,813.81,0
C01075,6,1,1002.92,105.0,105.0,897.92,0
C01075,7,1,760.32,111.0,111.0,649.32,0
C01076,1,3,521.41,140.0,140.0,381.41,0
C01076,2,3,776.61,152.0,152.0,624.61,0
C01076,4,5,452.52,78.0,78.0,374.52,0
C01076,5,6,703.48,120.0,120.0,583.48,0
C01076,6,3,658.84,112.0,112.0,546.84,0
C01076,7,4,785.04,95.0,95.0,690.04,0
C01076,8,3,786.18,5.0,5.0,781.18,0
C01077,2,7,636.45,29.0,29.0,607.45,0
C01077,3,7,482.06,185.0,185.0,297.06,0
C01077,4,7,739.94,152.0,152.0,587.94,0
C01077,5,6,846.1,200.0,200.0,646.1,0
C01077,6,4,455.05,200.0,200.0,255.05,0
C01077,7,7,533.45,200.0,200.0,333.45,0
C01077,8,5,660.57,81.0,81.0,579.57,0
C01078,1,5,845.67,200.0,200.0,645.67,0
C01078,2,7,537.2,200.0,200.0,337.2,0
C01078,3,6,627.18,200.0,200.0,427.18,0
C01078,4,7,524.41,185.0,185.0,339.41,0
C01078,6,3,1002.51,89.0,89.0,913.51,0
C01078,7,6,938.11,147.0,147.0,791.11,0
C01078,8,6,866.19,125.0,125.0,741.19,0
C01079,1,1,557.79,39.0,39.0,518.79,0
C01079,2,1,1307.19,62.0,62.0,1245.19,0
C01079,3,2,881.03,128.0,128.0,753.03,0
C01079,4,1,1267.38,83.0,83.0,1184.38,0
C01079,5,2,847.18,86.0,86.0,761.18,0
C01079,6,1,678.93,43.0,43.0,635.93,0
C01079,7,1,1035.75,31.0,31.0,1004.75,0
C01079,8,1,920.63,31.0,31.0,889.63,0
C01080,1,1,1181.97,118.0,118.0,1063.97,0
C01080,2,1,1112.82,39.0,39.0,1073.82,0
C01080,3,2,1116.36,87.0,87.0,1029.36,0
C01080,4,2,954.33,61.0,61.0,893.33,0
C01080,5,1,941.19,42.0,42.0,899.19,0
C01080,6,1,656.72,89.0,89.0,567.72,0
C01080,7,1,1280.45,86.0,86.0,1194.45,0
C01080,8,2,1445.1,40.0,40.0,1405.1,0
C01081,2,7,504.59,122.0,122.0,382.59,0
C01081,3,7,693.23,200.0,200.0,493.23,0
C01081,4,7,405.91,109.0,109.0,296.91,0
C01081,5,7,926.23,181.0,181.0,745.23,0
C01081,7,7,937.98,200.0,200.0,737.98,0
C01081,8,4,384.91,195.0,195.0,189.91,0
C01082,1,3,747.33,83.0,83.0,664.33,0
C01082,2,6,751.62,108.0,108.0,643.62,0
C01082,3,6,935.02,200.0,200.0,735.02,0
C01082,4,6,797.99,200.0,200.0,597.99,0
C01082,7,3,632.73,162.0,162.0,470.73,0
C01082,8,5,883.81,152.0,152.0,731.81,0
C01083,1,6,607.16,72.0,72.0,535.16,0
C01083,2,7,844.88,174.0,174.0,670.88,0
C01083,3,6,340.59,200.0,200.0,140.59,0
C01083,4,5,764.97,178.0,178.0,586.97,0
C01083,5,6,676.08,137.0,137.0,539.08,0
C01083,7,4,475.02,19.0,19.0,456.02,0
C01084,1,6,572.75,121.0,121.0,451.75,0
C01084,2,6,561.95,70.0,70.0,491.95,0
C01084,3,3,596.6,190.0,190.0,406.6,0
C01084,4,5,570.49,200.0,200.0,370.49,0
C01084,5,4,863.79,117.0,117.0,746.79,0
C01084,6,3,390.92,56.0,56.0,334.92,0
C01084,7,6,528.47,200.0,200.0,328.47,0
C01084,8,6,489.76,200.0,200.0,289.76,0
C01085,1,7,655.82,33.0,33.0,622.82,0
C01085,3,7,913.45,167.0,167.0,746.45,0
C01085,4,7,873.92,138.0,138.0,735.92,0
C01085,5,7,648.08,165.0,165.0,483.08,0
C01085,6,7,530.87,78.0,78.0,452.87,0
C01085,7,6,427.46,200.0,200.0,227.46,0
C01085,8,6,1012.21,195.0,195.0,817.21,0
C01086,1,6,600.91,200.0,200.0,400.91,0
C01086,2,7,352.98,200.0,200.0,152.98,0
C01086,3,7,655.41,200.0,200.0,455.41,0
C01086,4,7,722.79,128.0,128.0,594.79,0
C01086,5,7,792.7,200.0,200.0,592.7,0
C01086,6,7,567.64,200.0,200.0,367.64,0
C01086,7,7,576.37,200.0,200.0,376.37,0
C01087,1,5,619.69,57.0,57.0,562.69,0
C01087,2,6,730.94,200.0,200.0,530.94,0
C01087,3,7,929.07,141.0,141.0,788.07,0
C01087,4,6,949.96,180.0,180.0,769.96,0
C01087,5,7,722.58,99.0,99.0,623.58,0
C01087,7,5,262.82,122.0,122.0,140.82,0
C01087,8,7,680.96,98.0,98.0,582.96,0
C01088,1,7,798.93,153.0,153.0,645.93,0
C01088,2,4,868.58,43.0,43.0,825.58,0
C01088,3,6,849.14,200.0,200.0,649.14,0
C01088,5,6,665.15,148.0,148.0,517.15,0
C01088,7,6,551.42,200.0,200.0,351.42,0
C01089,1,6,353.04,131.0,131.0,222.04,0
C01089,2,7,667.31,93.0,93.0,574.31,0
C01089,3,6,763.15,168.0,168.0,595.15,0
C01089,4,7,697.77,200.0,200.0,497.77,0
C01089,5,7,219.7,85.0,85.0,134.7,0
C01089,6,7,245.29,200.0,200.0,45.29,0
C01089,8,7,762.11,189.0,189.0,573.11,0
C01090,1,6,770.35,75.0,75.0,695.35,0
C01090,2,1,1062.74,31.0,31.0,1031.74,0
C01090,3,2,943.39,38.0,38.0,905.39,0
C01090,4,6,600.32,40.0,40.0,560.32,0
C01090,5,1,731.36,33.0,33.0,698.36,0
C01090,6,2,1176.96,41.0,41.0,1135.96,0
C01090,7,1,1161.31,43.0,43.0,1118.31,0
C01090,8,6,399.91,67.0,67.0,332.91,0
C01091,2,4,395.89,133.0,133.0,262.89,0
C01091,3,3,508.47,170.0,170.0,338.47,0
C01091,4,3,679.83,80.0,80.0,599.83,0
C01091,5,6,1150.65,70.0,70.0,1080.65,0
C01091,6,3,650.78,103.0,103.0,547.78,0
C01091,8,5,482.59,42.0,42.0,440.59,0
C01092,1,1,1037.27,27.0,27.0,1010.27,0
C01092,2,2,1081.2,115.0,115.0,966.2,0
C01092,3,1,853.37,160.0,160.0,693.37,0
C01092,4,1,1115.92,74.0,74.0,1041.92,0
C01092,5,1,1021.18,150.0,150.0,871.18,0
C01092,6,2,1175.13,85.0,85.0,1090.13,0
C01092,7,2,938.66,58.0,58.0,880.66,0
C01092,8,1,714.31,135.0,135.0,579.31,0
C01093,1,2,1040.08,87.0,87.0,953.08,0
C01093,2,2,657.06,73.0,73.0,584.06,0
C01093,3,1,1065.57,157.0,157.0,908.57,0
C01093,4,1,905.67,33.0,33.0,872.67,0
C01093,5,1,645.44,91.0,91.0,554.44,0
C01093,6,1,857.32,28.0,28.0,829.32,0
C01093,7,1,751.26,138.0,138.0,613.26,0
C01093,8,1,1160.08,76.0,76.0,1084.08,0
C01094,1,7,682.01,186.0,186.0,496.01,0
C01094,2,7,579.52,200.0,200.0,379.52,0
C01094,3,4,962.5,200.0,200.0,762.5,0
C01094,4,7,455.26,163.0,163.0,292.26,0
C01094,5,6,704.64,181.0,181.0,523.64,0
C01094,6,7,804.43,188.0,188.0,616.43,0
C01094,7,7,873.83,110.0,110.0,763.83,0
C01095,1,1,637.99,180.0,180.0,457.99,0
C01095,2,1,1013.22,114.0,114.0,899.22,0
C01095,3,1,1023.86,20.0,20.0,1003.86,0
C01095,4,2,1154.54,67.0,67.0,1087.54,0
C01095,5,1,1112.38,55.0,55.0,1057.38,0
C01095,6,1,657.66,40.0,40.0,617.66,0
C01095,7,1,976.56,54.0,54.0,922.56,0
C01095,8,1,675.2,64.0,64.0,611.2,0
C01096,1,1,1004.25,131.0,131.0,873.25,0
C01096,2,1,618.66,38.0,38.0,580.66,0
C01096,3,2,440.7,36.0,36.0,404.7,0
C01096,4,1,1091.49,96.0,96.0,995.49,0
C01096,5,1,1195.62,79.0,79.0,1116.62,0
C01096,6,1,459.19,66.0,66.0,393.19,0
C01096,7,1,782.93,40.0,40.0,742.93,0
C01096,8,2,831.2,29.0,29.0,802.2,0
C01097,1,7,702.13,200.0,200.0,502.13,0
C01097,2,7,618.81,200.0,200.0,418.81,0
C01097,3,7,511.82,200.0,200.0,311.82,0
C01097,4,6,543.47,194.0,194.0,349.47,0
C01097,5,7,682.17,197.0,197.0,485.17,0
C01097,6,7,756.04,148.0,148.0,608.04,0
C01097,7,7,748.16,200.0,200.0,548.16,0
C01097,8,7,842.87,82.0,82.0,760.87,0
C01098,3,3,516.27,158.0,158.0,358.27,0
C01098,4,5,450.31,79.0,79.0,371.31,0
C01098,5,6,1054.5,200.0,200.0,854.5,0
C01098,6,3,612.06,145.0,145.0,467.06,0
C01098,7,7,214.31,181.0,181.0,33.31,0
C01098,8,6,561.54,73.0,73.0,488.54,0
C01099,1,1,429.85,97.0,97.0,332.85,0
C01099,2,1,1109.98,113.0,113.0,996.98,0
C01099,3,2,851.68,173.0,173.0,678.68,0
C01099,4,2,948.01,69.0,69.0,879.01,0
C01099,5,1,672.59,137.0,137.0,535.59,0
C01099,6,1,1255.71,116.0,116.0,1139.71,0
C01099,7,2,1183.35,112.0,112.0,1071.35,0
C01099,8,1,1366.62,72.0,72.0,1294.62,0
C01100,1,1,670.63,46.0,46.0,624.63,0
C01100,2,1,820.1,94.0,94.0,726.1,0
C01100,3,1,644.8,9.0,9.0,635.8,0
C01100,4,1,1001.3,23.0,23.0,978.3,0
C01100,5,2,816.61,5.0,5.0,811.61,0
C01100,6,2,766.74,170.0,170.0,596.74,0
C01100,7,2,1005.23,17.0,17.0,988.23,0
C01100,8,2,1156.23,113.0,113.0,1043.23,0
C01101,1,1,1061.63,55.0,55.0,1006.63,0
C01101,2,1,915.93,45.0,45.0,870.93,0
C01101,3,1,777.86,96.0,96.0,681.86,0
C01101,4,1,969.87,100.0,100.0,869.87,0
C01101,5,2,1017.42,107.0,107.0,910.42,0
C01101,6,1,837.04,88.0,88.0,749.04,0
C01101,7,2,657.34,35.0,35.0,622.34,0
C01101,8,1,635.07,46.0,46.0,589.07,0
C01102,1,7,982.18,200.0,200.0,782.18,0
C01102,2,3,660.72,193.0,193.0,467.72,0
C01102,3,4,447.45,200.0,200.0,247.45,0
C01102,4,6,720.05,200.0,200.0,520.05,0
C01102,5,7,651.14,200.0,200.0,451.14,0
C01102,6,3,1055.59,90.0,90.0,965.59,0
C01102,7,3,733.87,157.0,157.0,576.87,0
C01102,8,3,617.17,71.0,71.0,546.17,0
C01103,1,6,653.9,161.0,161.0,492.9,0
C01103,2,7,963.64,115.0,115.0,848.64,0
C01103,3,7,705.18,195.0,195.0,510.18,0
C01103,4,7,717.54,50.0,50.0,667.54,0
C01103,5,6,840.66,200.0,200.0,640.66,0
C01103,6,7,1001.78,93.0,93.0,908.78,0
C01103,7,7,862.6,143.0,143.0,719.6,0
C01103,8,7,466.34,200.0,200.0,266.34,0
C01104,2,1,885.66,85.0,85.0,800.66,0
C01104,3,1,828.04,23.0,23.0,805.04,0
C01104,4,1,788.88,79.0,79.0,709.88,0
C01104,5,6,932.9,48.0,48.0,884.9,0
C01104,6,3,711.17,184.0,184.0,527.17,0
C01104,8,1,1215.02,22.0,22.0,1193.02,0
C01105,1,7,230.69,200.0,200.0,30.69,0
C01105,2,7,916.41,120.0,120.0,796.41,0
C01105,3,7,805.95,200.0,200.0,605.95,0
C01105,4,7,712.17,162.0,162.0,550.17,0
C01105,5,6,937.16,169.0,169.0,768.16,0
C01105,6,6,566.41,200.0,200.0,366.41,0
C01105,7,7,428.86,156.0,156.0,272.86,0
C01105,8,7,675.29,137.0,137.0,538.29,0
C01106,1,5,638.21,73.0,73.0,565.21,0
C01106,3,6,209.59,49.0,49.0,160.59,0
C01106,4,3,715.22,122.0,122.0,593.22,0
C01106,5,3,793.11,92.0,92.0,701.11,0
C01106,6,2,485.15,27.0,27.0,458.15,0
C01106,7,6,645.25,83.0,83.0,562.25,0
C01106,8,1,892.36,33.0,33.0,859.36,0
C01107,1,1,236.77,40.0,40.0,196.77,0
C01107,2,1,735.99,30.0,30.0,705.99,0
C01107,3,1,980.39,46.0,46.0,934.39,0
C01107,4,2,1242.93,43.0,43.0,1199.93,0
C01107,5,2,930.89,115.0,115.0,815.89,0
C01107,6,2,841.94,127.0,127.0,714.94,0
C01107,7,1,562.14,132.0,132.0,430.14,0
C01107,8,1,451.51,84.0,84.0,367.51,0
C01108,1,7,647.22,200.0,200.0,447.22,0
C01108,2,6,857.57,200.0,200.0,657.57,0
C01108,3,6,580.73,200.0,200.0,380.73,0
C01108,4,7,677.28,200.0,200.0,477.28,0
C01108,5,7,735.61,200.0,200.0,535.61,0
C01108,6,7,807.87,140.0,140.0,667.87,0
C01108,7,6,721.91,163.0,163.0,558.91,0
C01108,8,7,874.96,120.0,120.0,754.96,0
C01109,1,1,1059.73,84.0,84.0,975.73,0
C01109,2,5,596.75,37.0,37.0,559.75,0
C01109,4,1,636.85,76.0,76.0,560.85,0
C01109,5,5,611.01,173.0,173.0,438.01,0
