customer_id,week,day_in_window,card_amount_rs,scratched,deliberately_expired,added_to_wallet
C01151,6,6,11.0,1,1,0.0
C01151,6,7,22.0,1,0,22.0
C01151,7,1,,0,0,0.0
C01151,7,2,,0,0,0.0
C01151,7,3,21.0,1,0,21.0
C01151,7,4,30.0,1,0,30.0
C01151,7,5,,0,0,0.0
C01151,7,6,,0,0,0.0
C01151,7,7,34.0,1,0,34.0
C01151,8,1,28.0,1,0,28.0
C01151,8,2,44.0,1,0,44.0
C01151,8,3,1.0,1,0,1.0
C01151,8,4,21.0,1,0,21.0
C01151,8,5,,0,0,0.0
C01151,8,6,29.0,1,0,29.0
C01151,8,7,37.0,1,0,37.0
C01152,1,1,,0,0,0.0
C01152,1,2,4.0,1,0,4.0
C01152,1,3,6.0,1,0,6.0
C01152,1,4,,0,0,0.0
C01152,1,5,52.0,1,0,52.0
C01152,1,6,,0,0,0.0
C01152,1,7,10.0,1,0,10.0
C01152,2,1,1.0,1,0,1.0
C01152,2,2,4.0,1,0,4.0
C01152,2,3,12.0,1,0,12.0
C01152,2,4,61.0,1,0,61.0
C01152,2,5,,0,0,0.0
C01152,2,6,,0,0,0.0
C01152,2,7,3.0,1,0,3.0
C01152,3,1,15.0,1,0,15.0
C01152,3,2,21.0,1,0,21.0
C01152,3,3,37.0,1,0,37.0
C01152,3,4,,0,0,0.0
C01152,3,5,6.0,1,0,6.0
C01152,3,6,8.0,1,0,8.0
C01152,3,7,3.0,1,0,3.0
C01152,4,1,49.0,1,0,49.0
C01152,4,2,2.0,1,0,2.0
C01152,4,3,21.0,1,0,21.0
C01152,4,4,,0,0,0.0
C01152,4,5,,0,0,0.0
C01152,4,6,19.0,1,0,19.0
C01152,4,7,57.0,1,0,57.0
C01152,5,1,6.0,1,0,6.0
C01152,5,2,56.0,1,0,56.0
C01152,5,3,4.0,1,0,4.0
C01152,5,4,7.0,1,0,7.0
C01152,5,5,,0,0,0.0
C01152,5,6,,0,0,0.0
C01152,5,7,3.0,1,0,3.0
C01152,6,1,27.0,1,0,27.0
C01152,6,2,,0,0,0.0
C01152,6,3,56.0,1,0,56.0
C01152,6,4,1.0,1,0,1.0
C01152,6,5,,0,0,0.0
C01152,6,6,17.0,1,0,17.0
C01152,6,7,78.0,1,0,78.0
C01152,7,1,4.0,1,0,4.0
C01152,7,2,5.0,1,0,5.0
C01152,7,3,19.0,1,0,19.0
C01152,7,4,16.0,1,0,16.0
C01152,7,5,,0,0,0.0
C01152,7,6,27.0,1,0,27.0
C01152,7,7,,0,0,0.0
C01152,8,1,,0,0,0.0
C01152,8,2,25.0,1,0,25.0
C01152,8,3,28.0,1,0,28.0
C01152,8,4,6.0,1,0,6.0
C01152,8,5,,0,0,0.0
C01152,8,6,42.0,1,0,42.0
C01152,8,7,,0,0,0.0
C01153,1,1,4.0,1,0,4.0
C01153,1,2,33.0,1,0,33.0
C01153,1,3,25.0,1,0,25.0
C01153,1,4,,0,0,0.0
C01153,1,5,,0,0,0.0
C01153,1,6,,0,0,0.0
C01153,1,7,,0,0,0.0
C01153,2,1,21.0,1,0,21.0
C01153,2,2,87.0,1,0,87.0
C01153,2,3,4.0,1,0,4.0
C01153,2,4,,0,0,0.0
C01153,2,5,,0,0,0.0
C01153,2,6,,0,0,0.0
C01153,2,7,17.0,1,0,17.0
C01153,3,1,1.0,1,0,1.0
C01153,3,2,8.0,1,0,8.0
C01153,3,3,97.0,1,0,97.0
C01153,3,4,,0,0,0.0
C01153,3,5,3.0,1,0,3.0
C01153,3,6,,0,0,0.0
C01153,3,7,,0,0,0.0
C01153,4,1,52.0,1,0,52.0
C01153,4,2,,0,0,0.0
C01153,4,3,5.0,1,0,5.0
C01153,4,4,39.0,1,0,39.0
C01153,4,5,,0,0,0.0
C01153,4,6,8.0,1,0,8.0
C01153,4,7,,0,0,0.0
C01153,5,1,,0,0,0.0
C01153,5,2,15.0,1,0,15.0
C01153,5,3,7.0,1,0,7.0
C01153,5,4,9.0,1,0,9.0
C01153,5,5,1.0,1,0,1.0
C01153,5,6,100.0,1,0,100.0
C01153,5,7,4.0,1,0,4.0
C01153,6,1,64.0,1,0,64.0
C01153,6,2,4.0,1,0,4.0
C01153,6,3,65.0,1,0,65.0
C01153,6,4,14.0,1,0,14.0
C01153,6,5,,0,0,0.0
C01153,6,6,19.0,1,0,19.0
C01153,6,7,,0,0,0.0
C01153,7,1,32.0,1,0,32.0
C01153,7,2,2.0,1,0,2.0
C01153,7,3,22.0,1,0,22.0
C01153,7,4,,0,0,0.0
C01153,7,5,3.0,1,0,3.0
C01153,7,6,,0,0,0.0
C01153,7,7,1.0,1,0,1.0
C01153,8,1,6.0,1,0,6.0
C01153,8,2,56.0,1,0,56.0
C01153,8,3,5.0,1,0,5.0
C01153,8,4,24.0,1,0,24.0
C01153,8,5,,0,0,0.0
C01153,8,6,13.0,1,0,13.0
C01153,8,7,16.0,1,0,16.0
C01154,1,1,39.0,1,0,39.0
C01154,1,2,19.0,1,0,19.0
C01154,1,3,50.0,1,0,50.0
C01154,1,4,11.0,1,0,11.0
C01154,1,5,,0,0,0.0
C01154,1,6,,0,0,0.0
C01154,1,7,9.0,1,0,9.0
C01154,2,1,29.0,1,0,29.0
C01154,2,2,,0,0,0.0
C01154,2,3,58.0,1,0,58.0
C01154,2,4,29.0,1,0,29.0
C01154,2,5,,0,0,0.0
C01154,2,6,17.0,1,0,17.0
C01154,2,7,1.0,1,0,1.0
C01154,3,1,1.0,1,0,1.0
C01154,3,2,91.0,1,0,91.0
C01154,3,3,1.0,1,0,1.0
C01154,3,4,72.0,1,0,72.0
C01154,3,5,24.0,1,0,24.0
C01154,3,6,5.0,1,0,5.0
C01154,3,7,,0,0,0.0
C01154,4,1,14.0,1,0,14.0
C01154,4,2,,0,0,0.0
C01154,4,3,40.0,1,0,40.0
C01154,4,4,6.0,1,0,6.0
C01154,4,5,4.0,1,0,4.0
C01154,4,6,22.0,1,0,22.0
C01154,4,7,22.0,1,0,22.0
C01154,5,1,76.0,1,0,76.0
C01154,5,2,11.0,1,0,11.0
C01154,5,3,19.0,1,0,19.0
C01154,5,4,,0,0,0.0
C01154,5,5,92.0,1,0,92.0
C01154,5,6,42.0,1,0,2.0
C01154,5,7,9.0,1,0,0.0
C01154,6,1,,0,0,0.0
C01154,6,2,35.0,1,0,35.0
C01154,6,3,,0,0,0.0
C01154,6,4,27.0,1,0,27.0
C01154,6,5,,0,0,0.0
C01154,6,6,16.0,1,0,16.0
C01154,6,7,,0,0,0.0
C01154,7,1,100.0,1,0,100.0
C01154,7,2,,0,0,0.0
C01154,7,3,26.0,1,0,26.0
C01154,7,4,29.0,1,0,29.0
C01154,7,5,73.0,1,0,45.0
C01154,7,6,17.0,1,0,0.0
C01154,7,7,6.0,1,0,0.0
C01154,8,1,21.0,1,0,21.0
C01154,8,2,,0,0,0.0
C01154,8,3,10.0,1,0,10.0
C01154,8,4,,0,0,0.0
C01154,8,5,8.0,1,0,8.0
C01154,8,6,,0,0,0.0
C01154,8,7,27.0,1,0,27.0
C01155,1,1,6.0,1,0,6.0
C01155,1,2,1.0,1,0,1.0
C01155,1,3,14.0,1,0,14.0
C01155,1,4,,0,0,0.0
C01155,1,5,,0,0,0.0
C01155,1,6,3.0,1,0,3.0
C01155,1,7,,0,0,0.0
C01155,2,1,3.0,1,0,3.0
C01155,2,2,71.0,1,0,71.0
C01155,2,3,11.0,1,0,11.0
C01155,2,4,5.0,1,0,5.0
C01155,2,5,,0,0,0.0
C01155,2,6,1.0,1,0,1.0
C01155,2,7,,0,0,0.0
C01155,3,1,3.0,1,0,3.0
C01155,3,2,2.0,1,0,2.0
C01155,3,3,4.0,1,0,4.0
C01155,3,4,,0,0,0.0
C01155,3,5,1.0,1,0,1.0
C01155,3,6,,0,0,0.0
C01155,3,7,,0,0,0.0
C01155,4,1,3.0,1,0,3.0
C01155,4,2,26.0,1,0,26.0
C01155,4,3,3.0,1,0,3.0
C01155,4,4,,0,0,0.0
C01155,4,5,,0,0,0.0
C01155,4,6,,0,0,0.0
C01155,4,7,,0,0,0.0
C01155,5,1,38.0,1,0,38.0
C01155,5,2,3.0,1,0,3.0
C01155,5,3,10.0,1,0,10.0
C01155,5,4,,0,0,0.0
C01155,5,5,1.0,1,0,1.0
C01155,5,6,,0,0,0.0
C01155,5,7,,0,0,0.0
C01155,6,1,17.0,1,0,17.0
C01155,6,2,1.0,1,0,1.0
C01155,6,3,17.0,1,0,17.0
C01155,6,4,,0,0,0.0
C01155,6,5,,0,0,0.0
C01155,6,6,,0,0,0.0
C01155,6,7,33.0,1,0,33.0
C01155,7,1,8.0,1,0,8.0
C01155,7,2,2.0,1,0,2.0
C01155,7,3,28.0,1,0,28.0
C01155,7,4,,0,0,0.0
C01155,7,5,,0,0,0.0
C01155,7,6,,0,0,0.0
C01155,7,7,58.0,1,0,58.0
C01155,8,1,4.0,1,0,4.0
C01155,8,2,8.0,1,0,8.0
C01155,8,3,10.0,1,0,10.0
C01155,8,4,51.0,1,0,51.0
C01155,8,5,,0,0,0.0
C01155,8,6,1.0,1,0,1.0
C01155,8,7,,0,0,0.0
C01156,1,1,16.0,1,0,16.0
C01156,1,2,51.0,1,0,51.0
C01156,1,3,1.0,1,0,1.0
C01156,1,4,16.0,1,0,16.0
C01156,1,5,,0,0,0.0
C01156,1,6,2.0,1,0,2.0
C01156,1,7,,0,0,0.0
C01156,2,1,40.0,1,0,40.0
C01156,2,2,5.0,1,0,5.0
C01156,2,3,4.0,1,0,4.0
C01156,2,4,62.0,1,0,62.0
C01156,2,5,,0,0,0.0
C01156,2,6,,0,0,0.0
C01156,2,7,,0,0,0.0
C01156,3,1,6.0,1,0,6.0
C01156,3,2,28.0,1,0,28.0
C01156,3,3,13.0,1,0,13.0
C01156,3,4,,0,0,0.0
C01156,3,5,,0,0,0.0
C01156,3,6,,0,0,0.0
C01156,3,7,,0,0,0.0
C01156,4,1,9.0,1,0,9.0
C01156,4,2,25.0,1,0,25.0
C01156,4,3,9.0,1,0,9.0
C01156,4,4,,0,0,0.0
C01156,4,5,,0,0,0.0
C01156,4,6,,0,0,0.0
C01156,4,7,,0,0,0.0
C01156,5,1,1.0,1,0,1.0
C01156,5,2,11.0,1,0,11.0
C01156,5,3,68.0,1,0,68.0
C01156,5,4,,0,0,0.0
C01156,5,5,,0,0,0.0
C01156,5,6,,0,0,0.0
C01156,5,7,,0,0,0.0
C01156,6,1,38.0,1,0,38.0
C01156,6,2,27.0,1,0,27.0
C01156,6,3,28.0,1,0,28.0
C01156,6,4,4.0,1,0,4.0
C01156,6,5,,0,0,0.0
C01156,6,6,,0,0,0.0
C01156,6,7,18.0,1,0,18.0
C01156,7,1,4.0,1,0,4.0
C01156,7,2,22.0,1,0,22.0
C01156,7,3,22.0,1,0,22.0
C01156,7,4,,0,0,0.0
C01156,7,5,,0,0,0.0
C01156,7,6,,0,0,0.0
C01156,7,7,1.0,1,0,1.0
C01156,8,1,11.0,1,0,11.0
C01156,8,2,41.0,1,0,41.0
C01156,8,3,8.0,1,0,8.0
C01156,8,4,,0,0,0.0
C01156,8,5,,0,0,0.0
C01156,8,6,,0,0,0.0
C01156,8,7,,0,0,0.0
C01157,1,1,4.0,1,0,4.0
C01157,1,2,1.0,1,0,1.0
C01157,1,3,7.0,1,0,7.0
C01157,1,4,,0,0,0.0
C01157,1,5,,0,0,0.0
C01157,1,6,,0,0,0.0
C01157,1,7,,0,0,0.0
C01157,2,1,27.0,1,0,27.0
C01157,2,2,,0,0,0.0
C01157,2,3,18.0,1,0,18.0
C01157,2,4,3.0,1,0,3.0
C01157,2,5,12.0,1,0,12.0
C01157,2,6,33.0,1,0,33.0
C01157,2,7,,0,0,0.0
C01157,3,1,36.0,1,0,36.0
C01157,3,2,1.0,1,0,1.0
C01157,3,3,1.0,1,0,1.0
C01157,3,4,,0,0,0.0
C01157,3,5,1.0,1,0,1.0
C01157,3,6,9.0,1,0,9.0
C01157,3,7,,0,0,0.0
C01157,4,1,3.0,1,0,3.0
C01157,4,2,40.0,1,0,40.0
C01157,4,3,1.0,1,0,1.0
C01157,4,4,,0,0,0.0
C01157,4,5,,0,0,0.0
C01157,4,6,,0,0,0.0
C01157,4,7,50.0,1,0,50.0
C01157,5,1,,0,0,0.0
C01157,5,2,7.0,1,0,7.0
C01157,5,3,44.0,1,0,44.0
C01157,5,4,,0,0,0.0
C01157,5,5,10.0,1,0,10.0
C01157,5,6,2.0,1,0,2.0
C01157,5,7,1.0,1,0,1.0
C01157,6,1,22.0,1,0,22.0
C01157,6,2,2.0,1,0,2.0
C01157,6,3,1.0,1,0,1.0
C01157,6,4,,0,0,0.0
C01157,6,5,,0,0,0.0
C01157,6,6,,0,0,0.0
C01157,6,7,,0,0,0.0
C01157,7,1,,0,0,0.0
C01157,7,2,,0,0,0.0
C01157,7,3,,0,0,0.0
C01157,7,4,56.0,1,0,56.0
C01157,7,5,9.0,1,0,9.0
C01157,7,6,,0,0,0.0
C01157,7,7,8.0,1,0,8.0
C01157,8,1,1.0,1,0,1.0
C01157,8,2,13.0,1,0,13.0
C01157,8,3,55.0,1,0,55.0
C01157,8,4,7.0,1,0,7.0
C01157,8,5,12.0,1,0,12.0
C01157,8,6,27.0,1,0,27.0
C01157,8,7,,0,0,0.0
C01158,1,1,,0,0,0.0
C01158,1,2,9.0,1,0,9.0
C01158,1,3,74.0,1,0,74.0
C01158,1,4,,0,0,0.0
C01158,1,5,15.0,1,0,15.0
C01158,1,6,38.0,1,0,38.0
C01158,1,7,2.0,1,0,2.0
C01158,2,1,18.0,1,0,18.0
C01158,2,2,38.0,1,0,38.0
C01158,2,3,,0,0,0.0
C01158,2,4,2.0,1,0,2.0
C01158,2,5,,0,0,0.0
C01158,2,6,,0,0,0.0
C01158,2,7,1.0,1,0,1.0
C01158,3,1,30.0,1,0,30.0
C01158,3,2,53.0,1,0,53.0
C01158,3,3,,0,0,0.0
C01158,3,4,21.0,1,0,21.0
C01158,3,5,21.0,1,0,21.0
C01158,3,6,6.0,1,0,6.0
C01158,3,7,23.0,1,0,23.0
C01158,4,1,28.0,1,0,28.0
C01158,4,2,4.0,1,0,4.0
C01158,4,3,85.0,1,0,85.0
C01158,4,4,91.0,1,0,83.0
C01158,4,5,8.0,1,1,0.0
C01158,4,6,26.0,1,0,0.0
C01158,4,7,32.0,1,0,0.0
C01158,5,1,14.0,1,0,14.0
C01158,5,2,77.0,1,0,77.0
C01158,5,3,,0,0,0.0
C01158,5,4,29.0,1,0,29.0
C01158,5,5,100.0,1,0,80.0
C01158,5,6,26.0,1,0,0.0
C01158,5,7,6.0,1,0,0.0
C01158,6,1,9.0,1,0,9.0
C01158,6,2,7.0,1,0,7.0
C01158,6,3,,0,0,0.0
C01158,6,4,8.0,1,0,8.0
C01158,6,5,,0,0,0.0
C01158,6,6,81.0,1,0,81.0
C01158,6,7,,0,0,0.0
C01158,7,1,11.0,1,0,11.0
C01158,7,2,,0,0,0.0
C01158,7,3,,0,0,0.0
C01158,7,4,15.0,1,0,15.0
C01158,7,5,,0,0,0.0
C01158,7,6,1.0,1,0,1.0
C01158,7,7,,0,0,0.0
C01158,8,1,10.0,1,0,10.0
C01158,8,2,23.0,1,0,23.0
C01158,8,3,29.0,1,0,29.0
C01158,8,4,4.0,1,0,4.0
C01158,8,5,4.0,1,1,0.0
C01158,8,6,39.0,1,0,39.0
C01158,8,7,10.0,1,1,0.0
C01159,1,1,16.0,1,0,16.0
C01159,1,2,51.0,1,0,51.0
C01159,1,3,1.0,1,0,1.0
C01159,1,4,10.0,1,0,10.0
C01159,1,5,55.0,1,0,55.0
C01159,1,6,45.0,1,0,45.0
C01159,1,7,50.0,1,0,22.0
C01159,2,1,14.0,1,0,14.0
C01159,2,2,74.0,1,0,74.0
C01159,2,3,,0,0,0.0
C01159,2,4,,0,0,0.0
C01159,2,5,,0,0,0.0
C01159,2,6,1.0,1,0,1.0
C01159,2,7,,0,0,0.0
C01159,3,1,3.0,1,0,3.0
C01159,3,2,38.0,1,0,38.0
C01159,3,3,1.0,1,0,1.0
C01159,3,4,18.0,1,0,18.0
C01159,3,5,20.0,1,0,20.0
C01159,3,6,3.0,1,1,0.0
C01159,3,7,32.0,1,0,32.0
C01159,4,1,1.0,1,0,1.0
C01159,4,2,19.0,1,0,19.0
C01159,4,3,5.0,1,0,5.0
C01159,4,4,60.0,1,0,60.0
C01159,4,5,100.0,1,0,100.0
C01159,4,6,36.0,1,0,15.0
C01159,4,7,7.0,1,1,0.0
C01159,5,1,7.0,1,0,7.0
C01159,5,2,,0,0,0.0
C01159,5,3,7.0,1,0,7.0
C01159,5,4,,0,0,0.0
C01159,5,5,,0,0,0.0
C01159,5,6,47.0,1,0,47.0
C01159,5,7,91.0,1,0,91.0
C01159,6,1,5.0,1,0,5.0
C01159,6,2,55.0,1,0,55.0
C01159,6,3,38.0,1,0,38.0
C01159,6,4,58.0,1,0,58.0
C01159,6,5,2.0,1,0,2.0
C01159,6,6,9.0,1,0,9.0
C01159,6,7,84.0,1,0,33.0
C01159,7,1,100.0,1,0,100.0
C01159,7,2,44.0,1,0,44.0
C01159,7,3,53.0,1,0,53.0
C01159,7,4,40.0,1,0,3.0
C01159,7,5,,0,0,0.0
C01159,7,6,,0,0,0.0
C01159,7,7,,0,0,0.0
C01159,8,1,2.0,1,0,2.0
C01159,8,2,2.0,1,0,2.0
C01159,8,3,4.0,1,0,4.0
C01159,8,4,13.0,1,0,13.0
C01159,8,5,5.0,1,1,0.0
C01159,8,6,12.0,1,0,12.0
C01159,8,7,7.0,1,1,0.0
C01160,1,1,35.0,1,0,35.0
C01160,1,2,39.0,1,0,39.0
C01160,1,3,47.0,1,0,47.0
C01160,1,4,,0,0,0.0
C01160,1,5,,0,0,0.0
C01160,1,6,,0,0,0.0
C01160,1,7,,0,0,0.0
C01160,2,1,45.0,1,0,45.0
C01160,2,2,19.0,1,0,19.0
C01160,2,3,1.0,1,0,1.0
C01160,2,4,,0,0,0.0
C01160,2,5,22.0,1,0,22.0
C01160,2,6,17.0,1,0,17.0
C01160,2,7,,0,0,0.0
C01160,3,1,2.0,1,0,2.0
C01160,3,2,2.0,1,0,2.0
C01160,3,3,11.0,1,0,11.0
C01160,3,4,,0,0,0.0
C01160,3,5,,0,0,0.0
C01160,3,6,,0,0,0.0
C01160,3,7,,0,0,0.0
C01160,4,1,8.0,1,0,8.0
C01160,4,2,4.0,1,0,4.0
C01160,4,3,25.0,1,0,25.0
C01160,4,4,19.0,1,0,19.0
C01160,4,5,,0,0,0.0
C01160,4,6,,0,0,0.0
C01160,4,7,35.0,1,0,35.0
C01160,5,1,7.0,1,0,7.0
C01160,5,2,48.0,1,0,48.0
C01160,5,3,1.0,1,0,1.0
C01160,5,4,,0,0,0.0
C01160,5,5,,0,0,0.0
C01160,5,6,,0,0,0.0
C01160,5,7,,0,0,0.0
C01160,6,1,14.0,1,0,14.0
C01160,6,2,8.0,1,0,8.0
C01160,6,3,12.0,1,0,12.0
C01160,6,4,,0,0,0.0
C01160,6,5,14.0,1,0,14.0
C01160,6,6,,0,0,0.0
C01160,6,7,,0,0,0.0
C01160,7,1,10.0,1,0,10.0
C01160,7,2,13.0,1,0,13.0
C01160,7,3,7.0,1,0,7.0
C01160,7,4,,0,0,0.0
C01160,7,5,2.0,1,0,2.0
C01160,7,6,,0,0,0.0
C01160,7,7,,0,0,0.0
C01160,8,1,13.0,1,0,13.0
C01160,8,2,20.0,1,0,20.0
C01160,8,3,9.0,1,0,9.0
C01160,8,4,,0,0,0.0
C01160,8,5,,0,0,0.0
C01160,8,6,,0,0,0.0
C01160,8,7,,0,0,0.0
C01161,1,1,55.0,1,0,55.0
C01161,1,2,1.0,1,0,1.0
C01161,1,3,29.0,1,0,29.0
C01161,1,4,,0,0,0.0
C01161,1,5,1.0,1,0,1.0
C01161,1,6,1.0,1,0,1.0
C01161,1,7,1.0,1,0,1.0
C01161,2,1,,0,0,0.0
C01161,2,2,,0,0,0.0
C01161,2,3,85.0,1,0,85.0
C01161,2,4,15.0,1,0,15.0
C01161,2,5,43.0,1,0,43.0
C01161,2,6,3.0,1,0,3.0
C01161,2,7,16.0,1,0,16.0
C01161,3,1,,0,0,0.0
C01161,3,2,17.0,1,0,17.0
C01161,3,3,,0,0,0.0
C01161,3,4,,0,0,0.0
C01161,3,5,1.0,1,0,1.0
C01161,3,6,32.0,1,0,32.0
C01161,3,7,,0,0,0.0
C01161,4,1,13.0,1,0,13.0
C01161,4,2,,0,0,0.0
C01161,4,3,9.0,1,0,9.0
C01161,4,4,3.0,1,0,3.0
C01161,4,5,40.0,1,0,40.0
C01161,4,6,18.0,1,0,18.0
C01161,4,7,,0,0,0.0
C01161,5,1,1.0,1,0,1.0
C01161,5,2,6.0,1,0,6.0
C01161,5,3,37.0,1,0,37.0
C01161,5,4,,0,0,0.0
C01161,5,5,19.0,1,0,19.0
C01161,5,6,6.0,1,0,6.0
C01161,5,7,37.0,1,0,37.0
C01161,6,1,,0,0,0.0
C01161,6,2,9.0,1,0,9.0
C01161,6,3,2.0,1,0,2.0
C01161,6,4,,0,0,0.0
C01161,6,5,15.0,1,0,15.0
C01161,6,6,51.0,1,0,51.0
C01161,6,7,20.0,1,0,20.0
C01161,7,1,51.0,1,0,51.0
C01161,7,2,7.0,1,0,7.0
C01161,7,3,,0,0,0.0
C01161,7,4,10.0,1,0,10.0
C01161,7,5,9.0,1,0,9.0
C01161,7,6,,0,0,0.0
C01161,7,7,47.0,1,0,47.0
C01161,8,1,7.0,1,0,7.0
C01161,8,2,36.0,1,0,36.0
C01161,8,3,,0,0,0.0
C01161,8,4,28.0,1,0,28.0
C01161,8,5,22.0,1,0,22.0
C01161,8,6,16.0,1,0,16.0
C01161,8,7,12.0,1,0,12.0
C01162,1,1,1.0,1,0,1.0
C01162,1,2,57.0,1,0,57.0
C01162,1,3,100.0,1,0,100.0
C01162,1,4,37.0,1,0,37.0
C01162,1,5,25.0,1,0,5.0
C01162,1,6,55.0,1,0,0.0
C01162,1,7,33.0,1,0,0.0
C01162,2,1,33.0,1,0,33.0
C01162,2,2,,0,0,0.0
C01162,2,3,6.0,1,0,6.0
C01162,2,4,52.0,1,0,52.0
C01162,2,5,,0,0,0.0
C01162,2,6,,0,0,0.0
C01162,2,7,10.0,1,0,10.0
C01162,3,1,22.0,1,0,22.0
C01162,3,2,12.0,1,0,12.0
C01162,3,3,24.0,1,0,24.0
C01162,3,4,20.0,1,0,20.0
C01162,3,5,,0,0,0.0
C01162,3,6,15.0,1,0,15.0
C01162,3,7,,0,0,0.0
C01162,4,1,9.0,1,0,9.0
C01162,4,2,3.0,1,0,3.0
C01162,4,3,6.0,1,0,6.0
C01162,4,4,55.0,1,0,55.0
C01162,4,5,6.0,1,0,6.0
C01162,4,6,,0,0,0.0
C01162,4,7,3.0,1,0,3.0
C01162,5,1,2.0,1,0,2.0
C01162,5,2,13.0,1,0,13.0
C01162,5,3,31.0,1,0,31.0
C01162,5,4,43.0,1,0,43.0
C01162,5,5,77.0,1,0,77.0
C01162,5,6,60.0,1,0,34.0
C01162,5,7,8.0,1,1,0.0
C01162,6,1,,0,0,0.0
C01162,6,2,34.0,1,0,34.0
C01162,6,3,14.0,1,0,14.0
C01162,6,4,14.0,1,0,14.0
C01162,6,5,10.0,1,0,10.0
C01162,6,6,,0,0,0.0
C01162,6,7,,0,0,0.0
C01162,7,1,98.0,1,0,98.0
C01162,7,2,22.0,1,0,22.0
C01162,7,3,41.0,1,0,41.0
C01162,7,4,38.0,1,0,38.0
C01162,7,5,11.0,1,1,0.0
C01162,7,6,17.0,1,0,1.0
C01162,7,7,100.0,1,0,0.0
C01162,8,1,30.0,1,0,30.0
C01162,8,2,3.0,1,0,3.0
C01162,8,3,,0,0,0.0
C01162,8,4,,0,0,0.0
C01162,8,5,67.0,1,0,67.0
C01162,8,6,,0,0,0.0
C01162,8,7,,0,0,0.0
C01163,1,1,12.0,1,0,12.0
C01163,1,2,16.0,1,0,16.0
C01163,1,3,9.0,1,0,9.0
C01163,1,4,,0,0,0.0
C01163,1,5,,0,0,0.0
C01163,1,6,1.0,1,0,1.0
C01163,1,7,,0,0,0.0
C01163,2,1,3.0,1,0,3.0
C01163,2,2,4.0,1,0,4.0
C01163,2,3,48.0,1,0,48.0
C01163,2,4,,0,0,0.0
C01163,2,5,,0,0,0.0
C01163,2,6,1.0,1,0,1.0
C01163,2,7,15.0,1,0,15.0
C01163,3,1,4.0,1,0,4.0
C01163,3,2,6.0,1,0,6.0
C01163,3,3,12.0,1,0,12.0
C01163,3,4,,0,0,0.0
C01163,3,5,,0,0,0.0
C01163,3,6,,0,0,0.0
C01163,3,7,,0,0,0.0
C01163,4,1,62.0,1,0,62.0
C01163,4,2,4.0,1,0,4.0
C01163,4,3,8.0,1,0,8.0
C01163,4,4,,0,0,0.0
C01163,4,5,,0,0,0.0
C01163,4,6,,0,0,0.0
C01163,4,7,,0,0,0.0
C01163,5,1,5.0,1,0,5.0
C01163,5,2,22.0,1,0,22.0
C01163,5,3,6.0,1,0,6.0
C01163,5,4,9.0,1,0,9.0
C01163,5,5,,0,0,0.0
C01163,5,6,,0,0,0.0
C01163,5,7,,0,0,0.0
C01163,6,1,36.0,1,0,36.0
C01163,6,2,58.0,1,0,58.0
C01163,6,3,82.0,1,0,82.0
C01163,6,4,,0,0,0.0
C01163,6,5,,0,0,0.0
C01163,6,6,,0,0,0.0
C01163,6,7,,0,0,0.0
C01163,7,1,1.0,1,0,1.0
C01163,7,2,14.0,1,0,14.0
C01163,7,3,23.0,1,0,23.0
C01163,7,4,,0,0,0.0
C01163,7,5,,0,0,0.0
C01163,7,6,,0,0,0.0
C01163,7,7,,0,0,0.0
C01163,8,1,1.0,1,0,1.0
C01163,8,2,2.0,1,0,2.0
C01163,8,3,29.0,1,0,29.0
C01163,8,4,18.0,1,0,18.0
C01163,8,5,,0,0,0.0
C01163,8,6,,0,0,0.0
C01163,8,7,2.0,1,0,2.0
C01164,1,1,19.0,1,0,19.0
C01164,1,2,21.0,1,0,21.0
C01164,1,3,34.0,1,0,34.0
C01164,1,4,74.0,1,0,74.0
C01164,1,5,21.0,1,0,21.0
C01164,1,6,,0,0,0.0
C01164,1,7,33.0,1,0,31.0
C01164,2,1,3.0,1,0,3.0
C01164,2,2,9.0,1,0,9.0
C01164,2,3,32.0,1,0,32.0
C01164,2,4,,0,0,0.0
C01164,2,5,20.0,1,0,20.0
C01164,2,6,,0,0,0.0
C01164,2,7,10.0,1,0,10.0
C01164,3,1,2.0,1,0,2.0
C01164,3,2,25.0,1,0,25.0
C01164,3,3,1.0,1,0,1.0
C01164,3,4,,0,0,0.0
C01164,3,5,,0,0,0.0
C01164,3,6,,0,0,0.0
C01164,3,7,22.0,1,0,22.0
C01164,4,1,,0,0,0.0
C01164,4,2,,0,0,0.0
C01164,4,3,4.0,1,0,4.0
C01164,4,4,,0,0,0.0
C01164,4,5,14.0,1,0,14.0
C01164,4,6,22.0,1,0,22.0
C01164,4,7,13.0,1,0,13.0
C01164,5,1,7.0,1,0,7.0
C01164,5,2,3.0,1,0,3.0
C01164,5,3,10.0,1,0,10.0
C01164,5,4,,0,0,0.0
C01164,5,5,,0,0,0.0
C01164,5,6,,0,0,0.0
C01164,5,7,,0,0,0.0
C01164,6,1,,0,0,0.0
C01164,6,2,,0,0,0.0
C01164,6,3,3.0,1,0,3.0
C01164,6,4,9.0,1,0,9.0
C01164,6,5,20.0,1,0,20.0
C01164,6,6,2.0,1,0,2.0
C01164,6,7,6.0,1,0,6.0
C01164,7,1,2.0,1,0,2.0
C01164,7,2,4.0,1,0,4.0
C01164,7,3,6.0,1,0,6.0
C01164,7,4,14.0,1,0,14.0
C01164,7,5,,0,0,0.0
